x,y,Tx,Ty,Nx,Ny,kappa,dkappa,ddkappa
-24.531954782042757,29.485731074845262,0.4944910846969845,0.8691826949239151,-0.8691826949239151,0.4944910846969845,0.07051524251414625,0.6078635601116356,-0.8585334405366268
-24.43305656460887,29.659567614699228,0.4821818570460714,0.8760711425073006,-0.8760711425073006,0.4821818570460714,0.19208795453647337,0.4361568720043102,-3.6561898052267927
-24.339112031193828,29.836105039754376,0.42613871740521375,0.9046578267501028,-0.9046578267501028,0.42613871740521375,0.2449779913158703,-0.8546123619790816,-4.3023940973495
-24.26307736743974,30.02041962091937,0.3944164163860279,0.9189318148943348,-0.9189318148943348,0.3944164163860279,-0.14975699025515932,-1.28480076693549,4.1568540217497745
-24.18228965321008,30.201477946229968,0.47961678768943405,0.8774780492321266,-0.8774780492321266,0.47961678768943405,-0.26894231545832564,0.8081292467208285,6.467125308816028
-24.072795715294106,30.368547495537335,0.4899258877673679,0.8717640818856461,-0.8717640818856461,0.4899258877673679,0.1734947084331721,1.3020493565909212,-3.3021198889722156
-23.986894405713635,30.549160244291016,0.4179862529292689,0.908453346276612,-0.908453346276612,0.4179862529292689,0.25187742717804285,-0.5127187088680577,-6.465164819836846
-23.905617521534978,30.731893391438508,0.3994768755606797,0.9167432660737982,-0.9167432660737982,0.3994768755606797,-0.03159277511405101,-1.2840165713438172,0.5610467137383263
-23.827113604301513,30.915834719595377,0.4295178598276696,0.9030583580593012,-0.9030583580593012,0.4295178598276696,-0.26172920135948413,-0.2883000233727272,5.593682990267433
-23.734295172174672,31.09209745739808,0.4928289394427159,0.8701262129235152,-0.8701262129235152,0.4928289394427159,-0.1469127844631419,0.9534566247631561,2.0860605793200713
-23.630594172930827,31.262804418204833,0.48170623870856677,0.8763327504853688,-0.8763327504853688,0.48170623870856677,0.11965344854577831,0.5461242083553014,-3.682311100117759
-23.541920349075816,31.442070831839573,0.4507282118613654,0.8926612285922843,-0.8926612285922843,0.4507282118613654,0.07153689887897868,-0.5194678152839474,-3.120826793983239
-23.450309553996057,31.619855708094146,0.45638222961151576,0.8897838223382111,-0.8897838223382111,0.45638222961151576,-0.08813367756780065,-0.7022065092379942,0.7088083506330733
-23.359367910123453,31.797983477795274,0.48194205605243046,0.8762030841061612,-0.8762030841061612,0.48194205605243046,-0.209345704816219,-0.23594447503071805,3.9543152834047843
-23.257740848900248,31.969958570436837,0.5291209063275029,0.8485464374316622,-0.8485464374316622,0.5291209063275029,-0.18251146758008788,0.8795196041239195,1.8408335945849592
-23.1479140022655,32.13709020755811,0.5445433696907386,0.8387326800098847,-0.8387326800098847,0.5445433696907386,0.14246213683334877,0.5003889628032657,-6.249516230395684
-23.04012571131498,32.30514018813107,0.4797599637155659,0.8773997761467344,-0.8773997761467344,0.4797599637155659,0.017644117541218456,-1.6202868880343542,-2.7721420535094055
-22.95664692616403,32.4868853185465,0.5392056857967411,0.842174102128047,-0.842174102128047,0.5392056857967411,-0.505652618380393,-0.6084678586004966,8.662261012815291
-22.826775015832443,32.63836818468104,0.6435424429237332,0.765410422023364,-0.765410422023364,0.6435424429237332,-0.22574302589898018,1.8446175170917622,4.095589866251337
-22.699583912683302,32.79262849337265,0.6141054205364671,0.7892240001778283,-0.7892240001778283,0.6141054205364671,0.23219438845631196,1.0297680879000382,-7.3870117078764705
-22.581403638869006,32.953709774545295,0.5698357156847395,0.821758630694563,-0.821758630694563,0.5698357156847395,0.1861642092610351,-1.110187166058826,-5.967088084128174
-22.471855895795485,33.12103448509546,0.553724875100734,0.832699677371327,-0.832699677371327,0.553724875100734,-0.21188047796721846,-1.3570671457512318,4.508416088286516
-22.359921760526294,33.28677750715532,0.6379170377467771,0.7701050856202547,-0.7701050856202547,0.6379170377467771,-0.35666264903945755,0.6931792692557804,5.63011498799018
-22.218064559359828,33.42741601640838,0.6656462804342728,0.746267391282089,-0.746267391282089,0.6656462804342728,0.06539122973509374,0.8949788494448403,-4.041196890997663
-22.095068110539035,33.58370944872432,0.6176417186851741,0.7864595967283537,-0.7864595967283537,0.6176417186851741,0.0013288907384785675,-0.9232994871432851,-3.0856896599369037
-21.972322577239137,33.740325805872224,0.6652150945227822,0.7466517715600427,-0.7466517715600427,0.6652150945227822,-0.30392856512222033,-0.3392970145299212,3.553226364960463
-21.830181900606892,33.88102344465754,0.7079718388274154,0.7062406568778381,-0.7062406568778381,0.7079718388274154,-0.13438991507348994,0.49799105884090034,-0.2970917661063219
-21.68913632788568,34.02281958852522,0.704583457664837,0.7096211250977921,-0.7096211250977921,0.704583457664837,-0.1047321415858602,-0.45813372097245,-0.959590367021817
-21.54834870250195,34.164871708413216,0.7370634589699128,0.67582353274518,-0.67582353274518,0.7370634589699128,-0.31764340346246994,0.11415491203217354,3.6696220629143927
-21.395460170442313,34.29209526050574,0.7885477013897733,0.6149735868943282,-0.6149735868943282,0.7885477013897733,-0.05907017677299078,1.0097151041933072,-1.1331835532237786
-21.234662084220677,34.409510028283016,0.7526691173160046,0.6583989594292706,-0.6583989594292706,0.7526691173160046,0.08624263821485292,-0.33911850925733794,-2.864972086387261
-21.09622386072693,34.55385287803975,0.7670231400428603,0.6416194296976104,-0.6416194296976104,0.7670231400428603,-0.19471758047592597,-0.13627373036159732,2.6523730360416087
-20.930085493447525,34.66429016237414,0.8011986442700579,0.5983984645460282,-0.5983984645460282,0.8011986442700579,0.03173314607021399,0.7218307051593056,-2.2196067357277727
-20.77730002115384,34.792050405297836,0.7590222211350329,0.6510647109125309,-0.6510647109125309,0.7590222211350329,0.09401470158779629,-1.0241164246527064,-4.693372647311387
-20.627312974827298,34.92399863574789,0.7780738602811095,0.6281727930460581,-0.6281727930460581,0.7780738602811095,-0.3779134237908686,-1.1555183537652494,4.765506189947386
-20.466814612875137,35.04271874936483,0.8484915830614344,0.5292088656035062,-0.5292088656035062,0.8484915830614344,-0.3681926399183035,0.8820860513262481,4.43878408447369
-20.289287079746998,35.134827245072,0.861551816378843,0.5076696343854192,-0.5076696343854192,0.861551816378843,-0.025079003260369402,0.6199952800242267,-3.450277637430433
-20.1227887484512,35.245436080453864,0.8537783735890133,0.520636609135637,-0.520636609135637,0.8537783735890133,-0.1201945279086128,-0.49802500364592533,-1.1666524182568512
