x,y,v,kappa,s
-15.162,76.705,4.259,-0.4868,119.4337
-15.019,76.565,4.531,-0.0565,119.6336
-14.878,76.424,4.572,0.0098,119.8336
-14.736,76.282,4.393,-0.0005,120.0336
-14.595,76.141,4.207,-0.0058,120.2336
-14.453,75.999,4.013,0.015,120.4336
-14.311,75.858,3.808,-0.3389,120.6336
-14.18,75.709,3.593,-0.6838,120.8326
-14.07,75.542,3.913,0.4158,121.0325
-13.946,75.385,4.208,0.2665,121.2325
-13.814,75.235,4.484,-0.3586,121.4325
-13.694,75.076,4.744,-0.245,121.6319
-13.581,74.911,4.99,0.1527,121.8319
-13.463,74.749,5.225,-0.2307,122.0319
-13.352,74.582,5.45,0.0558,122.2319
-13.24,74.417,5.666,0.0129,122.4319
-13.127,74.252,5.874,0.0054,122.6319
-13.015,74.087,6.074,-0.001,122.8319
-12.902,73.921,6.197,-0.0448,123.0318
-12.79,73.755,6.067,-0.1205,123.2318
-12.683,73.586,5.934,0.0992,123.4318
-12.573,73.42,5.798,0.013,123.6318
-12.461,73.254,5.658,-0.0555,123.8318
-12.352,73.086,5.515,-0.0168,124.0318
-12.244,72.918,5.368,-0.0002,124.2318
-12.135,72.75,5.217,0.0545,124.4318
-12.025,72.583,5.061,-0.1604,124.6318
-11.92,72.413,4.901,-0.0543,124.8317
-11.816,72.242,4.735,0.2618,125.0316
-11.704,72.076,4.563,-0.0067,125.2316
-11.593,71.911,4.384,-0.4594,125.4316
-11.497,71.735,4.649,0.2185,125.6314
-11.393,71.565,4.9,0.1847,125.8312
-11.283,71.397,4.937,-0.004,126.0312
-11.173,71.23,4.772,0.0725,126.2312
-11.061,71.065,4.602,-0.1693,126.4312
-10.954,70.896,4.425,0.1049,126.6311
-10.844,70.729,4.24,0.0458,126.8311
-10.733,70.563,4.047,-0.1674,127.0311
-10.627,70.393,3.845,-0.5451,127.2308
-10.54,70.213,3.631,0.6698,127.4307
-10.43,70.046,3.947,0.0097,127.6307
-10.319,69.88,4.24,0.029,127.8307
-10.208,69.714,4.514,0.003,128.0307
-10.096,69.548,4.773,-0.0382,128.2307
-9.986,69.381,4.692,0.0359,128.4307
-9.875,69.215,4.518,-0.0179,128.6307
-9.764,69.048,4.337,-0.4693,128.8307
-9.669,68.873,4.569,0.0122,129.0302
-9.574,68.697,4.391,0.458,129.2296
-9.463,68.531,4.656,0.0237,129.4296
-9.351,68.365,4.907,0.0041,129.6296
-9.24,68.199,5.145,-0.0787,129.8296
-9.13,68.032,5.088,0.0274,130.0296
-9.02,67.865,4.929,0.0502,130.2296
-8.909,67.699,4.764,-0.0575,130.4296
-8.799,67.532,4.593,0.0055,130.6296
-8.689,67.365,4.415,-0.4529,130.8296
-8.594,67.189,4.679,0.2222,131.0294
-8.492,67.017,4.928,0.2813,131.229
-8.38,66.851,5.166,-0.017,131.429
-8.269,66.685,5.393,-0.257,131.629
-8.167,66.513,5.611,0.235,131.829
-8.056,66.347,5.593,-0.0213,132.0289
-7.946,66.179,5.448,-0.0332,132.2289
-7.838,66.011,5.299,0.0135,132.4289
-7.729,65.844,5.146,0.069,132.6289
-7.617,65.678,4.988,-0.2845,132.8289
-7.516,65.506,4.825,0.2115,133.0289
-7.407,65.338,4.657,0.0841,133.2288
-7.295,65.172,4.482,-0.153,133.4288
-7.188,65.003,4.3,-0.4186,133.6286
-7.096,64.826,4.11,0.5228,133.8285
-6.986,64.659,4.392,-0.018,134.0285
-6.877,64.491,4.657,0.0097,134.2285
-6.767,64.324,4.908,0.0329,134.4285
-6.656,64.158,4.817,0.033,134.6285
-6.544,63.992,4.648,-0.082,134.8285
-6.434,63.825,4.472,0.0622,135.0285
-6.323,63.659,4.29,0.003,135.2285
-6.212,63.493,4.099,-0.0133,135.4285
-6.1,63.326,3.899,-0.1473,135.6285
-5.995,63.157,3.689,-0.6143,135.8282
-5.91,62.976,3.465,0.7354,136.0282
-5.8,62.809,3.795,0.0454,136.2281
-5.688,62.643,4.099,0.0083,136.4281
-5.576,62.477,4.382,-0.0399,136.6281
-5.466,62.311,4.648,-0.1063,136.8281
-5.359,62.142,4.899,0.16,137.0281
-5.246,61.976,4.862,-0.071,137.2281
-5.136,61.809,4.694,-0.0054,137.4281
-5.026,61.642,4.521,-0.1731,137.6281
-4.922,61.471,4.341,-0.2804,137.8278
-4.828,61.295,4.152,0.512,138.0277
-4.716,61.129,4.432,0.0233,138.2277
-4.604,60.964,4.695,-0.0097,138.4277
-4.492,60.798,4.944,-0.1961,138.6277
-4.386,60.629,5.18,-0.1765,138.8275
-4.287,60.456,5.202,0.3263,139.0274
-4.176,60.289,5.428,-0.0572,139.2274
-4.067,60.121,5.541,0.0078,139.4274
-3.958,59.953,5.395,0.0512,139.6274
-3.847,59.787,5.245,-0.0058,139.8274
-3.737,59.62,5.09,-0.1265,140.0273
-3.63,59.451,4.931,0.1692,140.2273
-3.518,59.285,4.766,-0.0165,140.4273
-3.407,59.119,4.595,-0.4182,140.6273
-3.31,58.945,4.708,-0.047,140.8268
-3.215,58.769,4.536,0.4292,141.0264
-3.105,58.603,4.656,0.0109,141.2264
-2.994,58.436,4.482,0.0427,141.4264
-2.882,58.27,4.299,-0.0353,141.6264
-2.771,58.104,4.109,-0.0107,141.8264
-2.661,57.937,3.91,-0.1417,142.0264
-2.555,57.768,3.7,-0.593,142.226
-2.47,57.586,3.477,0.7304,142.426
-2.36,57.42,3.806,0.019,142.626
-2.249,57.253,4.109,0.0089,142.826
-2.138,57.087,4.392,0.0046,143.026
-2.026,56.921,4.657,0.0016,143.226
-1.915,56.755,4.817,-0.0112,143.426
-1.804,56.589,4.648,-0.0144,143.626
-1.693,56.422,4.472,-0.4414,143.826
-1.598,56.247,4.582,-0.0093,144.0255
-1.503,56.071,4.405,0.4551,144.225
-1.392,55.905,4.669,-0.0185,144.425
-1.282,55.738,4.677,0.057,144.625
-1.17,55.572,4.503,-0.0294,144.825
-1.059,55.406,4.322,-0.3489,145.025
-0.96,55.232,4.133,-0.2201,145.2244
-0.869,55.055,3.935,0.5701,145.424
-0.758,54.889,4.229,0.0216,145.624
-0.646,54.723,4.504,-0.0788,145.824
-0.537,54.555,4.333,0.0449,146.024
-0.426,54.389,4.145,0.0356,146.224
-0.314,54.223,3.947,-0.0994,146.424
-0.206,54.055,3.739,-0.6315,146.6239
-0.119,53.875,3.795,0.6132,146.8239
-0.012,53.706,4.098,0.0459,147.0236
0.098,53.539,4.298,0.0208,147.2236
0.208,53.372,4.108,0.0604,147.4236
0.32,53.206,3.908,-0.055,147.6236
0.43,53.04,3.698,-0.6457,147.8236
0.518,52.86,4.009,0.4773,148.0235
0.623,52.69,4.297,0.2071,148.2231
0.734,52.524,4.568,-0.0329,148.4231
0.845,52.357,4.823,-0.12,148.6231
0.951,52.188,5.066,0.1745,148.8231
1.064,52.023,5.092,-0.047,149.0231
1.174,51.856,4.932,-0.3629,149.2231
1.273,51.682,4.842,-0.0458,149.4227
1.369,51.508,4.674,0.4041,149.6223
1.48,51.341,4.924,-0.1235,149.8223
1.586,51.172,4.908,0.1546,150.0223
1.698,51.006,4.743,-0.0358,150.2223
1.809,50.839,4.571,-0.0194,150.4223
1.918,50.672,4.393,-0.0886,150.6223
2.025,50.503,4.207,-0.4278,150.8221
2.117,50.325,4.012,0.5485,151.0221
2.228,50.159,4.301,-0.1549,151.2221
2.334,49.989,4.571,0.069,151.422
2.441,49.821,4.826,0.0909,151.622
2.552,49.655,5.069,-0.0603,151.822
2.662,49.487,5.119,0.0465,152.022
2.772,49.32,4.96,-0.3588,152.222
2.87,49.146,5.197,0.2018,152.4219
2.976,48.976,5.422,0.0597,152.6217
3.083,48.808,5.609,-0.152,152.8216
3.185,48.636,5.465,0.2747,153.0215
3.296,48.47,5.316,-0.0197,153.2215
3.407,48.303,5.164,-0.3083,153.4215
3.507,48.13,5.007,0.0872,153.6213
3.61,47.959,4.844,0.2551,153.8211
3.722,47.793,4.676,-0.0015,154.0211
3.834,47.627,4.502,-0.4356,154.2211
3.931,47.453,4.761,0.3195,154.4211
4.039,47.284,5.007,0.0931,154.621
4.15,47.118,5.241,-0.1079,154.821
4.258,46.949,5.275,-0.2044,155.0209
4.358,46.777,5.122,0.3366,155.2208
4.47,46.611,5.263,-0.0045,155.4208
4.582,46.445,5.109,-0.3383,155.6208
4.682,46.272,5.053,0.0065,155.8206
4.782,46.099,4.892,0.2826,156.0203
4.892,45.932,4.726,-0.0268,156.2203
5.001,45.765,4.554,0.0866,156.4203
5.114,45.599,4.375,-0.1353,156.6203
5.221,45.431,4.188,0.037,156.8203
5.33,45.263,3.992,0.0901,157.0203
5.442,45.097,3.787,-0.0311,157.2203
5.552,44.931,3.569,-0.6931,157.4202
5.639,44.75,3.891,0.5485,157.6202
5.745,44.581,4.188,0.1321,157.82
5.856,44.414,4.465,0.0215,158.02
5.967,44.248,4.726,0.0258,158.22
6.079,44.082,4.755,-0.0583,158.4199
6.189,43.915,4.583,0.0388,158.6199
6.3,43.749,4.405,-0.0085,158.8199
6.411,43.583,4.22,-0.3216,159.0199
6.511,43.41,4.027,-0.2923,159.2194
6.601,43.232,3.823,0.6041,159.419
6.711,43.065,4.125,0.0221,159.619
6.823,42.899,4.406,-0.0268,159.819
6.933,42.732,4.671,0.0195,160.019
7.044,42.566,4.921,0.0161,160.219
7.156,42.4,5.159,-0.0353,160.419
7.267,42.234,5.285,-0.0236,160.619
7.377,42.066,5.132,0.0071,160.819
7.487,41.899,4.974,-0.3383,161.019
7.585,41.726,4.81,-0.0216,161.2187
7.682,41.551,4.641,0.4098,161.4183
7.794,41.386,4.893,0.0123,161.6183
7.906,41.22,5.132,-0.2451,161.8183
8.01,41.049,5.361,0.147,162.0183
8.119,40.881,5.224,0.0497,162.2182
8.229,40.714,5.068,-0.0366,162.4182
8.338,40.547,4.908,0.0451,162.6182
8.449,40.38,4.742,-0.3926,162.8182
8.546,40.206,4.989,0.3187,163.0182
8.655,40.038,5.148,0.1059,163.218
8.766,39.872,4.99,-0.1367,163.418
8.874,39.703,4.828,-0.3081,163.6179
8.97,39.528,4.659,0.4067,163.8178
9.081,39.361,4.91,-0.0442,164.0178
9.19,39.194,5.148,0.0021,164.2178
9.299,39.026,5.258,0.0412,164.4178
9.409,38.859,5.104,0.0333,164.6178
9.521,38.694,4.944,-0.1412,164.8178
9.628,38.524,4.78,0.1376,165.0178
9.739,38.358,4.61,-0.0018,165.2178
9.851,38.192,4.433,-0.3323,165.4178
9.951,38.02,4.249,-0.239,165.6173
10.042,37.842,4.057,0.5365,165.8169
10.153,37.675,4.342,0.0165,166.0169
10.263,37.509,4.61,0.0251,166.2169
10.375,37.343,4.52,-0.0113,166.4169
10.486,37.177,4.339,-0.0106,166.6169
10.597,37.01,4.151,0.0115,166.8169
10.709,36.844,3.954,-0.0213,167.0169
10.819,36.678,3.746,-0.6292,167.2169
10.908,36.499,4.053,0.3539,167.4166
11.009,36.327,4.338,0.2921,167.6161
11.12,36.161,4.607,0.0027,167.8161
11.231,35.994,4.786,-0.0555,168.0161
11.341,35.827,4.616,0.0823,168.2161
11.453,35.661,4.439,-0.0369,168.4161
11.564,35.495,4.255,-0.0221,168.6161
11.674,35.328,4.063,-0.1506,168.8161
11.779,35.158,3.861,-0.4844,169.0158
11.867,34.979,3.648,0.6634,169.2157
11.978,34.812,3.963,-0.0869,169.4157
12.087,34.644,4.255,0.0612,169.6157
12.197,34.477,4.229,0.0467,169.8157
12.309,34.311,4.036,-0.1031,170.0157
12.417,34.144,3.833,-0.601,170.2156
12.504,33.964,3.841,0.5986,170.4156
12.613,33.796,4.141,0.0167,170.6154
12.721,33.628,4.33,0.0229,170.8153
12.831,33.461,4.141,0.0737,171.0153
12.943,33.295,3.943,-0.0503,171.2153
13.054,33.128,3.735,-0.6329,171.4153
13.142,32.949,4.043,0.4695,171.6152
13.247,32.779,4.053,0.1335,171.8149
13.356,32.612,3.851,-0.0082,172.0149
13.465,32.444,3.638,0.0721,172.2148
13.577,32.278,3.411,-0.759,172.4148
13.662,32.097,3.746,0.6115,172.6148
13.769,31.928,4.053,0.1102,172.8144
13.879,31.761,4.257,0.0128,173.0144
13.99,31.595,4.065,0.0363,173.2144
14.102,31.429,3.863,-0.0419,173.4144
14.212,31.263,3.65,-0.6628,173.6144
14.3,31.083,3.965,0.4341,173.8142
14.403,30.912,4.075,0.2414,174.0138
14.514,30.746,3.873,0.0042,174.2138
14.625,30.579,3.661,-0.0128,174.4138
14.736,30.413,3.436,-0.748,174.6138
14.82,30.232,3.769,0.6045,174.8137
14.926,30.062,4.074,0.1439,175.0133
15.037,29.896,4.022,-0.0193,175.2133
15.147,29.729,3.818,-0.033,175.4133
15.256,29.561,3.602,-0.6804,175.6131
15.341,29.381,3.602,0.6803,175.8131
15.45,29.213,3.921,0.0136,176.0128
15.56,29.046,4.216,-0.0148,176.2128
15.669,28.878,4.15,-0.054,176.4128
15.776,28.71,3.952,-0.5651,176.6126
15.863,28.53,3.745,0.6296,176.8126
15.973,28.362,4.052,0.076,177.0125
16.084,28.197,4.338,-0.0675,177.2125
16.194,28.029,4.4,-0.2102,177.4125
16.296,27.858,4.215,-0.3143,177.6123
16.388,27.68,4.021,0.5461,177.8122
16.498,27.513,4.309,0.0452,178.0122
16.61,27.347,4.579,-0.1207,178.2122
16.718,27.179,4.411,-0.0168,178.4122
16.825,27.01,4.225,0.1387,178.6121
16.937,26.844,4.032,-0.0127,178.8121
17.048,26.678,3.828,-0.6025,179.0121
17.139,26.5,4.129,0.3573,179.212
17.242,26.329,4.41,0.2377,179.4116
17.353,26.163,4.674,0.0043,179.6116
17.465,25.997,4.707,-0.1278,179.8116
17.572,25.828,4.534,0.1424,180.0116
17.684,25.662,4.354,0.0015,180.2116
17.795,25.496,4.167,-0.0158,180.4116
17.907,25.33,3.97,-0.2258,180.6116
18.01,25.16,3.764,-0.497,180.8111
18.097,24.979,3.545,0.7026,181.011
18.207,24.813,3.869,0.0196,181.211
18.319,24.647,4.167,0.0134,181.411
18.43,24.481,4.446,0.0101,181.611
18.543,24.315,4.708,0.0056,181.811
18.655,24.15,4.956,-0.006,182.011
18.767,23.984,5.193,-0.2173,182.211
18.872,23.814,5.419,0.1342,182.4109
18.981,23.646,5.636,0.0364,182.6109
19.091,23.479,5.845,-0.0547,182.8109
19.2,23.312,6.047,-0.0093,183.0109
19.309,23.144,6.242,0.0036,183.2109
19.417,22.976,6.431,0.0112,183.4109
19.526,22.808,6.615,0.0163,183.6109
19.635,22.64,6.794,0.0186,183.8109
19.745,22.473,6.968,0.0183,184.0109
19.856,22.307,7.138,0.0192,184.2109
19.967,22.141,7.304,0.0135,184.4109
20.079,21.975,7.335,0.0104,184.6109
20.191,21.809,7.226,0.0083,184.8109
20.304,21.644,7.114,0.0063,185.0109
20.416,21.478,7.001,0.0045,185.2109
20.529,21.313,6.886,0.0011,185.4109
20.642,21.148,6.769,-0.0014,185.6109
20.755,20.983,6.65,-0.0034,185.8109
20.867,20.818,6.528,-0.0054,186.0109
20.98,20.652,6.405,-0.0083,186.2109
21.092,20.486,6.278,-0.013,186.4109
21.203,20.321,6.15,-0.0133,186.6109
21.315,20.154,6.018,-0.0153,186.8109
21.425,19.988,5.884,-0.0173,187.0109
21.536,19.821,5.746,-0.019,187.2109
21.645,19.654,5.605,-0.018,187.4109
21.754,19.486,5.461,0.0322,187.6109
21.864,19.319,5.312,-0.2524,187.8109
21.966,19.147,5.16,-0.0446,188.0107
22.065,18.974,5.003,0.3528,188.2104
22.177,18.808,5.237,0.0247,188.4104
22.29,18.643,5.461,0.0006,188.6104
22.403,18.478,5.677,-0.0032,188.8104
22.515,18.312,5.884,-0.0055,189.0104
22.628,18.147,6.085,-0.0075,189.2104
22.74,17.981,6.278,-0.0109,189.4104
22.852,17.816,6.197,-0.0153,189.6104
22.963,17.649,6.067,-0.0154,189.8104
23.074,17.483,5.933,-0.0175,190.0104
23.184,17.316,5.797,-0.0185,190.2104
23.294,17.149,5.657,-0.0183,190.4104
23.403,16.981,5.514,-0.0079,190.6104
23.511,16.813,5.367,0.0448,190.8104
23.622,16.646,5.216,-0.2038,191.0104
23.725,16.475,5.061,-0.0522,191.2102
23.826,16.303,4.9,0.3117,191.4101
23.938,16.137,4.734,0.019,191.6101
24.051,15.972,4.562,-0.0023,191.8101
24.164,15.807,4.383,-0.0052,192.0101
24.276,15.641,4.197,-0.008,192.2101
24.388,15.476,4.002,-0.0123,192.4101
24.5,15.31,3.796,-0.0252,192.6101
24.611,15.144,3.579,-0.6891,192.8101
24.698,14.964,3.9,0.4492,193.0099
24.801,14.793,4.196,0.2406,193.2094
24.912,14.626,4.473,0.0143,193.4094
25.023,14.46,4.733,0.0067,193.6094
25.135,14.294,4.98,-0.0748,193.8094
25.244,14.127,5.215,0.073,194.0094
25.356,13.961,5.111,-0.0128,194.2094
25.467,13.795,4.952,-0.0392,194.4094
25.577,13.628,4.788,-0.0155,194.6094
25.686,13.46,4.618,0.0227,194.8094
25.796,13.293,4.441,-0.4476,195.0094
25.891,13.117,4.704,0.2702,195.2092
25.995,12.947,4.952,0.2247,195.4089
26.107,12.781,5.188,-0.0438,195.6089
26.217,12.614,5.414,-0.2762,195.8088
26.318,12.441,5.558,0.2858,196.0088
26.429,12.275,5.496,-0.03,196.2088
26.538,12.107,5.349,0.0087,196.4088
26.648,11.94,5.197,-0.0455,196.6088
26.756,11.772,5.041,-0.264,196.8087
26.856,11.599,4.88,0.3707,197.0087
26.968,11.433,5.12,-0.0026,197.2087
27.079,11.267,5.349,-0.2951,197.4087
27.181,11.095,5.255,-0.0813,197.6084
27.28,10.922,5.101,0.3393,197.8082
27.391,10.755,4.984,0.0349,198.0082
27.502,10.589,4.821,-0.237,198.2082
27.606,10.418,4.652,0.1443,198.4082
27.715,10.25,4.477,0.0964,198.6081
27.827,10.085,4.294,-0.1165,198.8081
27.935,9.916,4.104,-0.5242,199.0079
28.024,9.738,3.931,0.5714,199.2079
28.134,9.571,4.225,0.0644,199.4078
28.246,9.405,4.5,-0.0839,199.6078
28.355,9.237,4.536,-0.0504,199.8078
28.462,9.068,4.357,0.1424,200.0077
28.574,8.902,4.169,-0.0185,200.2077
28.685,8.736,3.972,-0.5595,200.4077
28.777,8.559,4.263,0.2508,200.6074
28.878,8.387,4.535,0.2991,200.807
28.989,8.22,4.793,0.0248,201.007
29.101,8.055,4.838,-0.1199,201.207
29.209,7.886,4.67,0.1053,201.407
29.32,7.72,4.496,-0.002,201.607
29.431,7.554,4.314,-0.322,201.807
29.532,7.382,4.125,-0.2773,202.0064
29.622,7.204,3.927,0.5725,202.2061
29.733,7.037,4.221,0.0556,202.4061
29.845,6.871,4.306,-0.0561,202.6061
29.955,6.705,4.116,0.008,202.8061
30.066,6.538,3.917,0.0203,203.0061
30.177,6.372,3.707,-0.0502,203.2061
30.287,6.205,3.485,-0.7271,203.406
30.371,6.023,3.742,0.6304,203.606
30.478,5.854,4.05,0.1433,203.8057
30.589,5.688,4.336,0.0064,204.0057
30.7,5.522,4.604,-0.0106,204.2057
30.812,5.356,4.858,0.0022,204.4057
30.923,5.19,4.708,-0.0148,204.6057
31.033,5.023,4.535,-0.0088,204.8057
31.144,4.856,4.355,-0.3062,205.0057
31.244,4.684,4.168,-0.2281,205.2052
31.336,4.506,3.972,0.5597,205.4048
31.447,4.34,4.263,0.0183,205.6048
31.559,4.174,4.536,-0.1211,205.8048
31.666,4.006,4.793,0.0531,206.0048
31.776,3.839,5.026,0.0559,206.2048
31.887,3.673,4.864,-0.059,206.4048
31.997,3.505,4.697,0.0221,206.6048
32.107,3.338,4.524,-0.4315,206.8048
32.203,3.163,4.781,0.2621,207.0046
32.307,2.992,5.025,0.2252,207.2043
32.419,2.827,4.889,0.0137,207.4043
32.531,2.661,4.723,-0.0162,207.6043
32.643,2.496,4.55,-0.4264,207.8043
32.741,2.321,4.807,0.256,208.0043
32.847,2.152,5.05,0.102,208.2041
32.957,1.985,5.282,-0.0261,208.4041
33.066,1.817,5.505,0.0145,208.6041
33.175,1.649,5.509,0.0884,208.8041
33.287,1.484,5.362,-0.132,209.0041
33.395,1.315,5.211,0.0467,209.2041
33.505,1.148,5.055,0.074,209.4041
33.617,0.982,4.895,0.0012,209.6041
33.729,0.817,4.728,-0.0123,209.8041
33.84,0.651,4.556,-0.0227,210.0041
33.951,0.484,4.377,-0.4609,210.2041
34.046,0.309,4.543,0.0037,210.4035
34.141,0.133,4.364,0.4635,210.603
34.252,-0.033,4.631,0.0246,210.803
34.363,-0.199,4.883,0.0025,211.003
34.475,-0.365,5.123,-0.092,211.203
34.584,-0.533,5.352,0.0276,211.403
34.694,-0.7,5.572,0.0593,211.6029
34.806,-0.866,5.78,-0.0637,211.8029
34.915,-1.033,5.64,-0.0221,212.0029
35.024,-1.201,5.496,0.0356,212.2029
35.134,-1.368,5.349,-0.2377,212.4029
35.236,-1.54,5.197,-0.051,212.6027
35.336,-1.712,5.041,0.3474,212.8025
35.448,-1.878,5.139,0.0216,213.0025
35.561,-2.043,4.981,-0.0024,213.2025
35.674,-2.209,4.818,-0.0194,213.4025
35.786,-2.374,4.649,-0.249,213.6025
35.889,-2.545,4.474,-0.2883,213.8021
35.983,-2.722,4.292,0.4793,214.002
36.093,-2.889,4.563,-0.0117,214.202
36.202,-3.056,4.818,0.0159,214.402
36.312,-3.223,5.061,0.0331,214.602
36.424,-3.389,4.915,0.0125,214.802
36.536,-3.555,4.75,-0.0531,215.0019
36.645,-3.722,4.578,0.0467,215.2019
36.757,-3.888,4.4,-0.0076,215.4019
36.868,-4.054,4.215,-0.0141,215.6019
36.979,-4.221,4.02,-0.2349,215.8019
37.082,-4.392,3.817,-0.4375,216.0015
37.169,-4.571,3.601,0.6808,216.2013
37.28,-4.738,3.92,0.0277,216.4013
37.392,-4.903,4.215,0.0103,216.6013
37.504,-5.069,4.491,-0.0017,216.8013
37.617,-5.234,4.751,-0.0506,217.0013
37.727,-5.401,4.997,-0.2271,217.2013
37.83,-5.573,5.231,0.2445,217.4013
37.941,-5.739,5.347,-0.0464,217.6012
38.051,-5.906,5.196,-0.0284,217.8012
38.159,-6.074,5.039,0.0182,218.0012
38.269,-6.242,4.878,0.0597,218.2012
38.38,-6.408,4.711,-0.3089,218.4012
38.481,-6.581,4.538,0.2636,218.6012
38.59,-6.748,4.359,0.0779,218.8012
38.703,-6.913,4.171,-0.0042,219.0012
38.815,-7.079,3.975,-0.0766,219.2012
38.924,-7.246,3.768,-0.6218,219.401
39.013,-7.425,3.99,0.5545,219.601
39.12,-7.594,4.28,0.0816,219.8008
39.23,-7.761,4.552,0.0083,220.0008
39.34,-7.928,4.808,0.0178,220.2008
39.451,-8.094,4.707,0.026,220.4008
39.563,-8.26,4.534,-0.0294,220.6008
39.674,-8.426,4.354,0.0085,220.8008
39.785,-8.593,4.167,-0.0027,221.0008
39.896,-8.759,3.97,-0.0111,221.2008
40.007,-8.925,3.763,-0.0164,221.4008
40.117,-9.092,3.544,-0.7028,221.6008
40.203,-9.273,3.868,0.5857,221.8008
40.309,-9.442,4.166,0.1652,222.0005
40.421,-9.608,4.445,0.0106,222.2005
40.533,-9.774,4.707,-0.0267,222.4005
40.644,-9.94,4.955,-0.2078,222.6004
40.749,-10.11,5.192,0.1994,222.8004
40.86,-10.277,5.418,-0.03,223.0004
40.969,-10.444,5.584,-0.0373,223.2004
41.078,-10.612,5.439,0.0088,223.4004
41.187,-10.779,5.29,0.062,223.6004
41.298,-10.946,5.136,-0.326,223.8004
41.398,-11.119,4.978,0.2481,224.0004
41.507,-11.287,4.815,0.1008,224.2003
41.619,-11.453,4.646,-0.1403,224.4003
41.726,-11.621,4.47,-0.3875,224.6001
41.819,-11.798,4.288,0.4802,224.8
41.93,-11.965,4.559,-0.0289,225.0
42.039,-12.132,4.815,0.0072,225.2
42.148,-12.3,4.975,0.0363,225.4
42.259,-12.466,4.812,0.0358,225.6
42.371,-12.632,4.643,-0.1081,225.8
42.48,-12.8,4.467,0.0919,226.0
42.591,-12.966,4.285,0.0089,226.2
42.703,-13.132,4.094,-0.0134,226.4
42.814,-13.298,3.893,-0.1519,226.6
42.92,-13.467,3.682,-0.622,226.7997
43.004,-13.649,3.458,0.7382,226.9997
43.114,-13.816,3.789,0.0426,227.1996
43.226,-13.982,4.094,0.0094,227.3996
43.338,-14.148,4.377,-0.0283,227.5996
43.448,-14.314,4.643,-0.0791,227.7996
43.557,-14.482,4.828,0.1283,227.9996
43.669,-14.648,4.659,-0.0663,228.1996
43.779,-14.814,4.484,-0.0281,228.3996
43.889,-14.982,4.302,0.0047,228.5996
43.998,-15.149,4.112,-0.0273,228.7996
44.107,-15.317,3.913,-0.4353,228.9995
44.2,-15.494,3.703,0.4793,229.1995
44.31,-15.661,3.48,0.0666,229.3994
44.422,-15.826,3.242,-0.7041,229.5994
44.509,-16.004,2.989,-0.9885,229.7967
44.561,-16.197,3.366,-0.0813,229.9967
44.61,-16.391,3.706,0.2386,230.1967
44.667,-16.582,4.016,-0.0835,230.3967
44.722,-16.775,3.843,-0.0957,230.5967
44.773,-16.968,3.628,-0.0902,230.7967
44.82,-17.162,3.401,-0.0827,230.9967
44.865,-17.357,3.157,-0.1238,231.1966
44.904,-17.553,2.892,-0.0137,231.3966
44.943,-17.75,2.601,-0.0861,231.5966
44.978,-17.946,2.273,0.1495,231.7966
45.019,-18.142,1.889,0.3173,231.9964
45.073,-18.335,1.403,0.0436,232.1964
45.128,-18.527,0.607,-23.9417,232.3964
44.936,-18.52,1.634,-0.9211,232.5882
44.741,-18.478,2.251,-0.0505,232.7879
44.546,-18.433,2.732,0.0403,232.9879
44.351,-18.39,3.141,0.0468,233.1879
44.155,-18.349,3.502,0.1042,233.3879
43.959,-18.312,3.829,-0.0608,233.5879
43.763,-18.273,3.965,-0.3224,233.7879
43.57,-18.221,3.758,-0.0944,233.9877
43.377,-18.166,3.539,0.029,234.1877
43.185,-18.111,3.305,0.0251,234.3877
42.992,-18.058,3.054,0.0506,234.5877
42.799,-18.006,2.779,0.7945,234.7877
42.601,-17.986,2.476,-1.4406,234.9873
42.421,-17.914,2.887,-1.0594,235.1809
42.254,-17.803,3.276,0.1138,235.3809
42.086,-17.696,3.624,0.5286,235.5808
41.906,-17.607,3.941,-0.0562,235.7808
41.728,-17.516,4.234,-0.437,235.9807
41.559,-17.411,4.094,0.1463,236.1804
41.387,-17.31,3.895,0.4009,236.3799
41.206,-17.223,3.683,0.0102,236.5799
41.026,-17.137,3.46,-0.7377,236.7798
40.86,-17.025,3.791,0.4917,236.9798
40.685,-16.93,4.095,0.0272,237.1796
40.508,-16.836,4.378,-0.2357,237.3796
40.336,-16.733,4.643,-0.2911,237.5794
40.171,-16.621,4.895,-0.0179,237.7794
40.006,-16.509,5.053,-0.0014,237.9794
39.841,-16.396,4.892,0.0241,238.1794
39.675,-16.284,4.725,0.0145,238.3794
39.509,-16.172,4.553,-0.1124,238.5794
39.346,-16.057,4.374,-0.4615,238.7792
39.193,-15.927,4.64,0.0356,238.9792
39.04,-15.799,4.658,-0.2531,239.1792
38.894,-15.662,4.483,-0.1605,239.379
38.752,-15.522,4.301,-0.0574,239.579
38.612,-15.379,4.111,0.0279,239.779
38.471,-15.237,3.911,0.0754,239.979
38.327,-15.098,3.701,-0.4628,240.179
38.198,-14.947,3.48,-0.4853,240.3777
38.084,-14.783,3.242,0.8398,240.577
37.944,-14.64,3.593,-0.6077,240.777
37.822,-14.482,3.913,-0.3143,240.9769
37.711,-14.316,4.208,-0.0381,241.1767
37.6,-14.15,4.037,0.2359,241.3767
37.482,-13.988,3.834,0.4787,241.5765
37.349,-13.839,3.619,-0.674,241.7765
37.237,-13.673,3.936,-0.0988,241.9763
37.129,-13.505,4.23,-0.0052,242.1763
