x,y,v,kappa,s
-12.025,72.583,5.372,-0.1604,124.632
-11.92,72.413,5.144,-0.0543,124.832
-11.816,72.242,4.905,0.2616,125.032
-11.704,72.076,4.654,-0.0067,125.232
-11.593,71.911,4.388,-0.4585,125.432
-11.497,71.735,4.653,0.2184,125.631
-11.393,71.565,4.904,0.1847,125.831
-11.283,71.397,5.143,-0.004,126.031
-11.173,71.23,5.257,0.0725,126.231
-11.061,71.065,5.023,-0.1692,126.431
-10.954,70.896,4.779,0.1049,126.631
-10.844,70.729,4.521,0.0458,126.831
-10.733,70.563,4.247,-0.1673,127.031
-10.627,70.393,3.955,-0.5435,127.231
-10.54,70.213,3.639,0.6668,127.431
-10.43,70.046,3.955,0.0097,127.631
-10.319,69.88,4.247,0.029,127.831
-10.208,69.714,4.521,0.003,128.031
-10.096,69.548,4.779,-0.0382,128.231
-9.986,69.381,4.864,0.0359,128.431
-9.875,69.215,4.61,-0.0179,128.631
-9.764,69.048,4.342,-0.4683,128.831
-9.669,68.873,4.61,0.0122,129.03
-9.574,68.697,4.395,0.457,129.23
-9.463,68.531,4.66,0.0237,129.43
-9.351,68.365,4.911,0.0041,129.63
-9.24,68.199,5.15,-0.0787,129.83
-9.13,68.032,5.378,0.0274,130.03
-9.02,67.865,5.17,0.0502,130.23
-8.909,67.699,4.933,-0.0575,130.43
-8.799,67.532,4.683,0.0055,130.63
-8.689,67.365,4.42,-0.452,130.83
-8.594,67.189,4.683,0.2221,131.029
-8.492,67.017,4.932,0.2811,131.229
-8.38,66.851,5.17,-0.017,131.429
-8.269,66.685,5.397,-0.2569,131.629
-8.167,66.513,5.615,0.2348,131.829
-8.056,66.347,5.825,-0.0213,132.029
-7.946,66.179,6.011,-0.0332,132.229
-7.838,66.011,5.808,0.0135,132.429
-7.729,65.844,5.597,0.069,132.629
-7.617,65.678,5.379,-0.2843,132.829
-7.516,65.506,5.151,0.2114,133.029
-7.407,65.338,4.912,0.0841,133.229
-7.295,65.172,4.662,-0.1529,133.429
-7.188,65.003,4.397,-0.4179,133.629
-7.096,64.826,4.115,0.5213,133.829
-6.986,64.659,4.397,-0.018,134.029
-6.877,64.491,4.662,0.0097,134.229
-6.767,64.324,4.913,0.0329,134.429
-6.656,64.158,5.151,0.033,134.629
-6.544,63.992,5.14,-0.082,134.829
-6.434,63.825,4.901,0.0622,135.029
-6.323,63.659,4.65,0.003,135.228
-6.212,63.493,4.384,-0.0133,135.428
-6.1,63.326,4.102,-0.1473,135.628
-5.995,63.157,3.798,-0.612,135.828
-5.91,62.976,3.474,0.7315,136.028
-5.8,62.809,3.804,0.0454,136.228
-5.688,62.643,4.107,0.0083,136.428
-5.576,62.477,4.39,-0.0399,136.628
-5.466,62.311,4.655,-0.1063,136.828
-5.359,62.142,4.906,0.16,137.028
-5.246,61.976,5.145,-0.071,137.228
-5.136,61.809,4.948,-0.0054,137.428
-5.026,61.642,4.699,-0.173,137.628
-4.922,61.471,4.437,-0.2802,137.828
-4.828,61.295,4.158,0.5107,138.028
-4.716,61.129,4.437,0.0233,138.228
-4.604,60.964,4.7,-0.0097,138.428
-4.492,60.798,4.948,-0.196,138.628
-4.386,60.629,5.185,-0.1764,138.827
-4.287,60.456,5.205,0.3259,139.027
-4.176,60.289,5.43,-0.0572,139.227
-4.067,60.121,5.647,0.0078,139.427
-3.958,59.953,5.757,0.0512,139.627
-3.847,59.787,5.545,-0.0058,139.827
-3.737,59.62,5.324,-0.1265,140.027
-3.63,59.451,5.094,0.1691,140.227
-3.518,59.285,4.853,-0.0165,140.427
-3.407,59.119,4.599,-0.4175,140.627
-3.31,58.945,4.796,-0.047,140.827
-3.215,58.769,4.54,0.4284,141.026
-3.105,58.603,4.797,0.0109,141.226
-2.994,58.436,4.914,0.0427,141.426
-2.882,58.27,4.664,-0.0353,141.626
-2.771,58.104,4.399,-0.0107,141.826
-2.661,57.937,4.117,-0.1417,142.026
-2.555,57.768,3.815,-0.591,142.226
-2.47,57.586,3.486,0.7265,142.426
-2.36,57.42,3.815,0.019,142.626
-2.249,57.253,4.117,0.0089,142.826
-2.138,57.087,4.399,0.0046,143.026
-2.026,56.921,4.664,0.0016,143.226
-1.915,56.755,4.915,-0.0112,143.426
-1.804,56.589,4.737,-0.0144,143.626
-1.693,56.422,4.477,-0.4406,143.826
-1.598,56.247,4.673,-0.0093,144.026
-1.503,56.071,4.409,0.4541,144.225
-1.392,55.905,4.673,-0.0185,144.425
-1.282,55.738,4.924,0.057,144.625
-1.17,55.572,4.767,-0.0294,144.825
-1.059,55.406,4.508,-0.3485,145.025
-0.96,55.232,4.235,-0.22,145.224
-0.869,55.055,3.942,0.5683,145.424
-0.758,54.889,4.235,0.0216,145.624
-0.646,54.723,4.51,-0.0788,145.824
-0.537,54.555,4.608,0.0449,146.024
-0.426,54.389,4.34,0.0356,146.224
-0.314,54.223,4.054,-0.0994,146.424
-0.206,54.055,3.746,-0.629,146.624
-0.119,53.875,3.802,0.6109,146.824
-0.012,53.706,4.105,0.0459,147.024
0.098,53.539,4.388,0.0208,147.224
0.208,53.372,4.305,0.0604,147.424
0.32,53.206,4.016,-0.055,147.624
0.43,53.04,3.705,-0.6431,147.824
0.518,52.86,4.016,0.4762,148.024
0.623,52.69,4.304,0.207,148.223
0.734,52.524,4.574,-0.0329,148.423
0.845,52.357,4.829,-0.12,148.623
0.951,52.188,5.072,0.1744,148.823
1.064,52.023,5.173,-0.047,149.023
1.174,51.856,4.935,-0.3625,149.223
1.273,51.682,4.928,-0.0458,149.423
1.369,51.508,4.678,0.4034,149.622
1.48,51.341,4.928,-0.1235,149.822
1.586,51.172,5.166,0.1546,150.022
1.698,51.006,5.074,-0.0358,150.222
1.809,50.839,4.832,-0.0194,150.422
1.918,50.672,4.576,-0.0885,150.622
2.025,50.503,4.306,-0.4271,150.822
2.117,50.325,4.018,0.5468,151.022
2.228,50.159,4.306,-0.1548,151.222
2.334,49.989,4.577,0.069,151.422
2.441,49.821,4.832,0.0909,151.622
2.552,49.655,5.074,-0.0603,151.822
2.662,49.487,5.2,0.0465,152.022
2.772,49.32,4.964,-0.3583,152.222
2.87,49.146,5.2,0.2017,152.422
2.976,48.976,5.425,0.0597,152.622
3.083,48.808,5.642,-0.152,152.822
3.185,48.636,5.671,0.2745,153.022
3.296,48.47,5.573,-0.0197,153.222
3.407,48.303,5.354,-0.308,153.422
3.507,48.13,5.244,0.0872,153.621
3.61,47.959,5.011,0.255,153.821
3.722,47.793,4.765,-0.0015,154.021
3.834,47.627,4.506,-0.4348,154.221
3.931,47.453,4.765,0.3191,154.421
4.039,47.284,5.011,0.093,154.621
4.15,47.118,5.245,-0.1079,154.821
4.258,46.949,5.353,-0.2043,155.021
4.358,46.777,5.124,0.3362,155.221
4.47,46.611,5.341,-0.0045,155.421
4.582,46.445,5.112,-0.3379,155.621
4.682,46.272,5.341,0.0065,155.821
4.782,46.099,5.44,0.2824,156.02
4.892,45.932,5.215,-0.0268,156.22
5.001,45.765,4.98,0.0866,156.42
5.114,45.599,4.733,-0.1353,156.62
5.221,45.431,4.472,0.037,156.82
5.33,45.263,4.195,0.0901,157.02
5.442,45.097,3.899,-0.0311,157.22
5.552,44.931,3.578,-0.6898,157.42
5.639,44.75,3.899,0.5469,157.62
5.745,44.581,4.195,0.1321,157.82
5.856,44.414,4.472,0.0215,158.02
5.967,44.248,4.733,0.0258,158.22
6.079,44.082,4.98,-0.0583,158.42
6.189,43.915,4.925,0.0388,158.62
6.3,43.749,4.675,-0.0085,158.82
6.411,43.583,4.411,-0.3212,159.02
6.511,43.41,4.131,-0.292,159.219
6.601,43.232,3.83,0.6019,159.419
6.711,43.065,4.131,0.0221,159.619
6.823,42.899,4.412,-0.0268,159.819
6.933,42.732,4.676,0.0195,160.019
7.044,42.566,4.926,0.0161,160.219
7.156,42.4,5.164,-0.0353,160.419
7.267,42.234,5.392,-0.0236,160.619
7.377,42.066,5.341,0.0071,160.819
7.487,41.899,5.111,-0.3379,161.019
7.585,41.726,4.896,-0.0216,161.219
7.682,41.551,4.645,0.4092,161.418
7.794,41.386,4.897,0.0123,161.618
7.906,41.22,5.136,-0.2449,161.818
8.01,41.049,5.365,0.147,162.018
8.119,40.881,5.452,0.0497,162.218
8.229,40.714,5.227,-0.0366,162.418
8.338,40.547,4.993,0.0451,162.618
8.449,40.38,4.746,-0.392,162.818
8.546,40.206,4.993,0.3184,163.018
8.655,40.038,5.227,0.1059,163.218
8.766,39.872,5.152,-0.1366,163.418
8.874,39.703,4.913,-0.3078,163.618
8.97,39.528,4.663,0.4061,163.818
9.081,39.361,4.914,-0.0442,164.018
9.19,39.194,5.152,0.0021,164.218
9.299,39.026,5.38,0.0412,164.418
9.409,38.859,5.558,0.0333,164.618
9.521,38.694,5.338,-0.1412,164.818
9.628,38.524,5.108,0.1376,165.018
9.739,38.358,4.868,-0.0018,165.218
9.851,38.192,4.614,-0.3319,165.418
9.951,38.02,4.347,-0.2389,165.617
10.042,37.842,4.062,0.535,165.817
10.153,37.675,4.348,0.0165,166.017
10.263,37.509,4.616,0.0251,166.217
10.375,37.343,4.867,-0.0113,166.417
10.486,37.177,4.614,-0.0106,166.617
10.597,37.01,4.346,0.0115,166.817
10.709,36.844,4.06,-0.0213,167.017
10.819,36.678,3.753,-0.6267,167.217
10.908,36.499,4.06,0.3535,167.417
11.009,36.327,4.345,0.2919,167.616
11.12,36.161,4.613,0.0027,167.816
11.231,35.994,4.866,-0.0555,168.016
11.341,35.827,5.036,0.0823,168.216
11.453,35.661,4.792,-0.0369,168.416
11.564,35.495,4.535,-0.0221,168.616
11.674,35.328,4.262,-0.1505,168.816
11.779,35.158,3.971,-0.4833,169.016
11.867,34.979,3.656,0.6605,169.216
11.978,34.812,3.971,-0.0869,169.416
12.087,34.644,4.262,0.0612,169.616
12.197,34.477,4.421,0.0467,169.816
12.309,34.311,4.14,-0.1031,170.016
12.417,34.144,3.84,-0.5988,170.216
12.504,33.964,3.847,0.5965,170.416
12.613,33.796,4.147,0.0167,170.615
12.721,33.628,4.427,0.0229,170.815
12.831,33.461,4.337,0.0737,171.015
12.943,33.295,4.05,-0.0503,171.215
13.054,33.128,3.742,-0.6304,171.415
13.142,32.949,4.05,0.4685,171.615
13.247,32.779,4.336,0.1334,171.815
13.356,32.612,4.062,-0.0082,172.015
13.465,32.444,3.755,0.0721,172.215
13.577,32.278,3.42,-0.7546,172.415
13.662,32.097,3.755,0.6093,172.615
13.769,31.928,4.062,0.1102,172.814
13.879,31.761,4.347,0.0128,173.014
13.99,31.595,4.264,0.0363,173.214
14.102,31.429,3.972,-0.0419,173.414
14.212,31.263,3.658,-0.6599,173.614
14.3,31.083,3.972,0.4333,173.814
14.403,30.912,4.263,0.2413,174.014
14.514,30.746,4.083,0.0042,174.214
14.625,30.579,3.777,-0.0128,174.414
14.736,30.413,3.445,-0.7439,174.614
14.82,30.232,3.777,0.6023,174.814
14.926,30.062,4.082,0.1439,175.013
15.037,29.896,4.223,-0.0193,175.213
15.147,29.729,3.929,-0.033,175.413
15.256,29.561,3.611,-0.6773,175.613
15.341,29.381,3.611,0.6772,175.813
15.45,29.213,3.929,0.0136,176.013
15.56,29.046,4.223,-0.0148,176.213
15.669,28.878,4.251,-0.054,176.413
15.776,28.71,3.959,-0.5634,176.613
15.863,28.53,3.752,0.6271,176.813
15.973,28.362,4.059,0.076,177.012
16.084,28.197,4.345,-0.0675,177.212
16.194,28.029,4.584,-0.2101,177.412
16.296,27.858,4.314,-0.314,177.612
16.388,27.68,4.027,0.5445,177.812
16.498,27.513,4.314,0.0452,178.012
16.61,27.347,4.584,-0.1207,178.212
16.718,27.179,4.681,-0.0168,178.412
16.825,27.01,4.417,0.1387,178.612
16.937,26.844,4.136,-0.0127,178.812
17.048,26.678,3.835,-0.6003,179.012
17.139,26.5,4.136,0.3569,179.212
17.242,26.329,4.416,0.2376,179.412
17.353,26.163,4.68,0.0043,179.612
17.465,25.997,4.93,-0.1277,179.812
17.572,25.828,4.962,0.1423,180.012
17.684,25.662,4.714,0.0015,180.212
17.795,25.496,4.452,-0.0158,180.412
17.907,25.33,4.174,-0.2257,180.612
18.01,25.16,3.876,-0.4958,180.811
18.097,24.979,3.553,0.6992,181.011
18.207,24.813,3.876,0.0196,181.211
18.319,24.647,4.175,0.0134,181.411
18.43,24.481,4.453,0.0101,181.611
18.543,24.315,4.715,0.0056,181.811
18.655,24.15,4.963,-0.006,182.011
18.767,23.984,5.199,-0.2172,182.211
18.872,23.814,5.425,0.1341,182.411
18.981,23.646,5.641,0.0364,182.611
19.091,23.479,5.85,-0.0547,182.811
19.2,23.312,6.052,-0.0093,183.011
19.309,23.144,6.247,0.0036,183.211
19.417,22.976,6.436,0.0112,183.411
19.526,22.808,6.62,0.0163,183.611
19.635,22.64,6.799,0.0186,183.811
19.745,22.473,6.973,0.0183,184.011
19.856,22.307,7.143,0.0192,184.211
19.967,22.141,7.309,0.0135,184.411
20.079,21.975,7.472,0.0104,184.611
20.191,21.809,7.631,0.0083,184.811
20.304,21.644,7.786,0.0063,185.011
20.416,21.478,7.814,0.0045,185.211
20.529,21.313,7.658,0.0011,185.411
20.642,21.148,7.5,-0.0014,185.611
20.755,20.983,7.338,-0.0034,185.811
20.867,20.818,7.173,-0.0054,186.011
20.98,20.652,7.004,-0.0083,186.211
21.092,20.486,6.83,-0.013,186.411
21.203,20.321,6.652,-0.0133,186.611
21.315,20.154,6.469,-0.0153,186.811
21.425,19.988,6.281,-0.0173,187.011
21.536,19.821,6.087,-0.019,187.211
21.645,19.654,5.886,-0.018,187.411
21.754,19.486,5.679,0.0322,187.611
21.864,19.319,5.464,-0.2523,187.811
21.966,19.147,5.24,-0.0446,188.011
22.065,18.974,5.006,0.3524,188.21
22.177,18.808,5.24,0.0247,188.41
22.29,18.643,5.464,0.0006,188.61
22.403,18.478,5.679,-0.0032,188.81
22.515,18.312,5.887,-0.0055,189.01
22.628,18.147,6.087,-0.0075,189.21
22.74,17.981,6.281,-0.0109,189.41
22.852,17.816,6.47,-0.0153,189.61
22.963,17.649,6.653,-0.0154,189.81
23.074,17.483,6.719,-0.0175,190.01
23.184,17.316,6.538,-0.0185,190.21
23.294,17.149,6.352,-0.0183,190.41
23.403,16.981,6.16,-0.0079,190.61
23.511,16.813,5.962,0.0448,190.81
23.622,16.646,5.758,-0.2037,191.01
23.725,16.475,5.546,-0.0522,191.21
23.826,16.303,5.325,0.3114,191.41
23.938,16.137,5.222,0.019,191.61
24.051,15.972,4.987,-0.0023,191.81
24.164,15.807,4.741,-0.0052,192.01
24.276,15.641,4.48,-0.008,192.21
24.388,15.476,4.204,-0.0123,192.41
24.5,15.31,3.908,-0.0252,192.61
24.611,15.144,3.588,-0.6858,192.81
24.698,14.964,3.908,0.4483,193.01
24.801,14.793,4.203,0.2405,193.209
24.912,14.626,4.479,0.0143,193.409
25.023,14.46,4.74,0.0067,193.609
25.135,14.294,4.986,-0.0748,193.809
25.244,14.127,5.222,0.073,194.009
25.356,13.961,5.419,-0.0128,194.209
25.467,13.795,5.193,-0.0392,194.409
25.577,13.628,4.956,-0.0155,194.609
25.686,13.46,4.708,0.0227,194.809
25.796,13.293,4.446,-0.4467,195.009
25.891,13.117,4.708,0.27,195.209
25.995,12.947,4.956,0.2246,195.409
26.107,12.781,5.192,-0.0438,195.609
26.217,12.614,5.418,-0.276,195.809
26.318,12.441,5.56,0.2856,196.009
26.429,12.275,5.772,-0.03,196.209
26.538,12.107,5.572,0.0087,196.409
26.648,11.94,5.352,-0.0455,196.609
26.756,11.772,5.123,-0.2638,196.809
26.856,11.599,4.883,0.3702,197.009
26.968,11.433,5.123,-0.0026,197.209
27.079,11.267,5.352,-0.2948,197.409
27.181,11.095,5.334,-0.0813,197.608
27.28,10.922,5.104,0.3389,197.808
27.391,10.755,5.334,0.0349,198.008
27.502,10.589,5.146,-0.2368,198.208
27.606,10.418,4.908,0.1443,198.408
27.715,10.25,4.657,0.0964,198.608
27.827,10.085,4.392,-0.1165,198.808
27.935,9.916,4.11,-0.5228,199.008
28.024,9.738,3.937,0.5696,199.208
28.134,9.571,4.231,0.0644,199.408
28.246,9.405,4.506,-0.0839,199.608
28.355,9.237,4.764,-0.0504,199.808
28.462,9.068,4.542,0.1424,200.008
28.574,8.902,4.27,-0.0185,200.208
28.685,8.736,3.979,-0.5578,200.408
28.777,8.559,4.269,0.2507,200.607
28.878,8.387,4.541,0.2989,200.807
28.989,8.22,4.798,0.0248,201.007
29.101,8.055,5.042,-0.1199,201.207
29.209,7.886,5.006,0.1053,201.407
29.32,7.72,4.76,-0.002,201.607
29.431,7.554,4.501,-0.3217,201.807
29.532,7.382,4.227,-0.2771,202.006
29.622,7.204,3.933,0.5707,202.206
29.733,7.037,4.227,0.0556,202.406
29.845,6.871,4.502,-0.056,202.606
29.955,6.705,4.405,0.008,202.806
30.066,6.538,4.124,0.0203,203.006
30.177,6.372,3.822,-0.0501,203.206
30.287,6.205,3.494,-0.7233,203.406
30.371,6.023,3.75,0.6279,203.606
30.478,5.854,4.057,0.1432,203.806
30.589,5.688,4.342,0.0064,204.006
30.7,5.522,4.611,-0.0106,204.206
30.812,5.356,4.864,0.0022,204.406
30.923,5.19,5.041,-0.0148,204.606
31.033,5.023,4.797,-0.0088,204.806
31.144,4.856,4.54,-0.3059,205.006
31.244,4.684,4.268,-0.228,205.205
31.336,4.506,3.978,0.5579,205.405
31.447,4.34,4.269,0.0183,205.605
31.559,4.174,4.541,-0.1211,205.805
31.666,4.006,4.798,0.0531,206.005
31.776,3.839,5.042,0.0559,206.205
31.887,3.673,5.03,-0.059,206.405
31.997,3.505,4.785,0.0221,206.605
32.107,3.338,4.528,-0.4307,206.805
32.203,3.163,4.785,0.2619,207.005
32.307,2.992,5.029,0.2251,207.204
32.419,2.827,5.054,0.0137,207.404
32.531,2.661,4.811,-0.0162,207.604
32.643,2.496,4.555,-0.4256,207.804
32.741,2.321,4.811,0.2558,208.004
32.847,2.152,5.054,0.102,208.204
32.957,1.985,5.286,-0.0261,208.404
33.066,1.817,5.508,0.0145,208.604
33.175,1.649,5.722,0.0884,208.804
33.287,1.484,5.796,-0.1319,209.004
33.395,1.315,5.585,0.0467,209.204
33.505,1.148,5.366,0.074,209.404
33.617,0.982,5.138,0.0012,209.604
33.729,0.817,4.899,-0.0123,209.804
33.84,0.651,4.647,-0.0227,210.004
33.951,0.484,4.382,-0.4599,210.204
34.046,0.309,4.635,0.0037,210.404
34.141,0.133,4.369,0.4625,210.603
34.252,-0.033,4.636,0.0246,210.803
34.363,-0.199,4.888,0.0025,211.003
34.475,-0.365,5.127,-0.092,211.203
34.584,-0.533,5.356,0.0276,211.403
34.694,-0.7,5.576,0.0593,211.603
34.806,-0.866,5.787,-0.0637,211.803
34.915,-1.033,5.919,-0.0221,212.003
35.024,-1.201,5.713,0.0356,212.203
35.134,-1.368,5.499,-0.2375,212.403
35.236,-1.54,5.276,-0.051,212.603
35.336,-1.712,5.044,0.347,212.803
35.448,-1.878,5.277,0.0216,213.003
35.561,-2.043,5.297,-0.0024,213.203
35.674,-2.209,5.065,-0.0194,213.403
35.786,-2.374,4.822,-0.2488,213.603
35.889,-2.545,4.567,-0.288,213.802
35.983,-2.722,4.297,0.4783,214.002
36.093,-2.889,4.567,-0.0117,214.202
36.202,-3.056,4.823,0.0159,214.402
36.312,-3.223,5.066,0.0331,214.602
36.424,-3.389,5.297,0.0125,214.802
36.536,-3.555,5.236,-0.0531,215.002
36.645,-3.722,5.002,0.0467,215.202
36.757,-3.888,4.756,-0.0076,215.402
36.868,-4.054,4.497,-0.0141,215.602
36.979,-4.221,4.221,-0.2347,215.802
37.082,-4.392,3.928,-0.4367,216.001
37.169,-4.571,3.61,0.6777,216.201
37.28,-4.738,3.928,0.0277,216.401
37.392,-4.903,4.222,0.0103,216.601
37.504,-5.069,4.498,-0.0017,216.801
37.617,-5.234,4.757,-0.0505,217.001
37.727,-5.401,5.003,-0.227,217.201
37.83,-5.573,5.237,0.2444,217.401
37.941,-5.739,5.461,-0.0464,217.601
38.051,-5.906,5.677,-0.0284,217.801
38.159,-6.074,5.572,0.0182,218.001
38.269,-6.242,5.353,0.0597,218.201
38.38,-6.408,5.124,-0.3086,218.401
38.481,-6.581,4.884,0.2635,218.601
38.59,-6.748,4.632,0.0779,218.801
38.703,-6.913,4.365,-0.0042,219.001
38.815,-7.079,4.081,-0.0766,219.201
38.924,-7.246,3.775,-0.6194,219.401
39.013,-7.425,3.997,0.5528,219.601
39.12,-7.594,4.286,0.0816,219.801
39.23,-7.761,4.557,0.0083,220.001
39.34,-7.928,4.814,0.0178,220.201
39.451,-8.094,5.057,0.026,220.401
39.563,-8.26,4.962,-0.0294,220.601
39.674,-8.426,4.714,0.0085,220.801
39.785,-8.593,4.452,-0.0027,221.001
39.896,-8.759,4.174,-0.0111,221.201
40.007,-8.925,3.876,-0.0164,221.401
40.117,-9.092,3.553,-0.6994,221.601
40.203,-9.273,3.876,0.5837,221.801
40.309,-9.442,4.174,0.1651,222.0
40.421,-9.608,4.452,0.0106,222.2
40.533,-9.774,4.714,-0.0267,222.4
40.644,-9.94,4.962,-0.2077,222.6
40.749,-10.11,5.198,0.1993,222.8
40.86,-10.277,5.424,-0.03,223.0
40.969,-10.444,5.641,-0.0373,223.2
41.078,-10.612,5.649,0.0088,223.4
41.187,-10.779,5.433,0.062,223.6
41.298,-10.946,5.207,-0.3256,223.8
41.398,-11.119,5.294,0.2479,224.0
41.507,-11.287,5.062,0.1008,224.2
41.619,-11.453,4.819,-0.1403,224.4
41.726,-11.621,4.564,-0.3869,224.6
41.819,-11.798,4.293,0.4791,224.8
41.93,-11.965,4.564,-0.0289,225.0
42.039,-12.132,4.819,0.0072,225.2
42.148,-12.3,5.062,0.0363,225.4
42.259,-12.466,5.294,0.0358,225.6
42.371,-12.632,5.123,-0.1081,225.8
42.48,-12.8,4.883,0.0919,226.0
42.591,-12.966,4.631,0.0089,226.2
42.703,-13.132,4.364,-0.0134,226.4
42.814,-13.298,4.08,-0.1519,226.6
42.92,-13.467,3.775,-0.6196,226.8
43.004,-13.649,3.468,0.7342,227.0
43.114,-13.816,3.798,0.0426,227.2
43.226,-13.982,4.102,0.0094,227.4
43.338,-14.148,4.385,-0.0283,227.6
43.448,-14.314,4.65,-0.0791,227.8
43.557,-14.482,4.902,0.1283,228.0
43.669,-14.648,5.14,-0.0663,228.2
43.779,-14.814,5.078,-0.0281,228.4
43.889,-14.982,4.836,0.0047,228.6
43.998,-15.149,4.581,-0.0273,228.8
44.107,-15.317,4.311,-0.4345,228.999
44.2,-15.494,4.023,0.4782,229.199
44.31,-15.661,3.713,0.0666,229.399
44.422,-15.826,3.374,-0.7007,229.599
44.509,-16.004,3.003,-0.9791,229.797
44.561,-16.197,3.379,-0.0813,229.997
44.61,-16.391,3.717,0.2385,230.197
44.667,-16.582,4.027,-0.0835,230.397
44.722,-16.775,4.315,-0.0957,230.597
44.773,-16.968,4.502,-0.0902,230.797
44.82,-17.162,4.227,-0.0827,230.997
44.865,-17.357,3.933,-0.1238,231.197
44.904,-17.553,3.615,-0.0137,231.397
44.943,-17.75,3.266,-0.0861,231.597
44.978,-17.946,2.875,0.1494,231.797
45.019,-18.142,2.423,0.317,231.996
45.073,-18.335,1.863,0.0436,232.196
45.128,-18.527,1.034,-8.259,232.396
44.936,-18.52,1.836,-0.9137,232.588
44.741,-18.478,2.401,-0.0504,232.788
44.546,-18.433,2.858,0.0403,232.988
44.351,-18.39,3.251,0.0468,233.188
44.155,-18.349,3.601,0.1041,233.388
43.959,-18.312,3.92,-0.0608,233.588
43.763,-18.273,4.215,-0.3221,233.788
43.57,-18.221,4.271,-0.0944,233.988
43.377,-18.166,3.98,0.029,234.188
43.185,-18.111,3.667,0.0251,234.388
42.992,-18.058,3.323,0.0506,234.588
42.799,-18.006,2.94,0.7896,234.788
42.601,-17.986,2.5,-1.4128,234.987
42.421,-17.914,2.902,-1.0481,235.181
42.254,-17.803,3.29,0.1137,235.381
42.086,-17.696,3.636,0.5271,235.581
41.906,-17.607,3.952,-0.0562,235.781
41.728,-17.516,4.245,-0.4362,235.981
41.559,-17.411,4.385,0.1463,236.18
41.387,-17.31,4.103,0.4003,236.38
41.206,-17.223,3.799,0.0102,236.58
41.026,-17.137,3.469,-0.7337,236.78
40.86,-17.025,3.799,0.4905,236.98
40.685,-16.93,4.103,0.0272,237.18
40.508,-16.836,4.385,-0.2356,237.38
40.336,-16.733,4.651,-0.2909,237.579
40.171,-16.621,4.902,-0.0179,237.779
40.006,-16.509,5.141,-0.0014,237.979
39.841,-16.396,5.135,0.0241,238.179
39.675,-16.284,4.896,0.0145,238.379
39.509,-16.172,4.644,-0.1124,238.579
39.346,-16.057,4.379,-0.4605,238.779
39.193,-15.927,4.645,0.0356,238.979
39.04,-15.799,4.896,-0.2529,239.179
38.894,-15.662,4.996,-0.1605,239.379
38.752,-15.522,4.75,-0.0574,239.579
38.612,-15.379,4.49,0.0279,239.779
38.471,-15.237,4.215,0.0754,239.979
38.327,-15.098,3.92,-0.4618,240.179
38.198,-14.947,3.603,-0.4842,240.378
38.084,-14.783,3.254,0.834,240.577
37.944,-14.64,3.604,-0.6054,240.777
37.822,-14.482,3.922,-0.314,240.977
37.711,-14.316,4.217,-0.0381,241.177
37.6,-14.15,4.237,0.2358,241.377
37.482,-13.988,3.944,0.4776,241.576
37.349,-13.839,3.627,-0.671,241.776
37.237,-13.673,3.944,-0.0988,241.976
37.129,-13.505,4.237,-0.0052,242.176
37.021,-13.337,4.512,0.0068,242.376
36.912,-13.169,4.77,0.012,242.576
36.803,-13.002,4.946,0.023,242.776
36.693,-12.835,4.698,0.0167,242.976
36.583,-12.668,4.435,-0.0052,243.176
36.473,-12.501,4.155,0.174,243.376
36.357,-12.338,3.856,0.4885,243.576
36.226,-12.187,3.531,-0.708,243.776
36.117,-12.019,3.856,-0.0039,243.976
36.009,-11.851,4.156,0.0035,244.176
35.9,-11.683,4.08,0.2479,244.376
35.784,-11.521,3.776,0.5246,244.575
35.65,-11.372,3.443,-0.7446,244.775
35.541,-11.205,3.776,0.0076,244.975
35.431,-11.038,4.081,0.229,245.175
35.314,-10.876,4.365,0.054,245.375
35.195,-10.715,4.632,-0.2654,245.575
35.085,-10.548,4.884,0.0592,245.775
34.972,-10.383,5.124,0.031,245.975
34.859,-10.218,5.353,-0.0297,246.175
34.747,-10.053,5.573,-0.0119,246.375
34.635,-9.887,5.353,0.0093,246.575
34.523,-9.721,5.124,-0.0608,246.775
34.412,-9.554,4.884,0.2053,246.975
34.295,-9.392,4.632,-0.1316,247.175
34.183,-9.227,4.365,0.219,247.375
34.063,-9.067,4.082,0.2897,247.574
33.934,-8.915,3.777,-0.6189,247.774
33.825,-8.747,4.082,0.0003,247.974
33.716,-8.579,4.31,0.4753,248.174
33.592,-8.423,4.579,-0.065,248.374
33.47,-8.265,4.783,-0.386,248.573
33.36,-8.098,5.027,0.0379,248.773
33.249,-7.932,5.261,0.2251,248.973
33.131,-7.77,5.484,-0.1746,249.173
33.018,-7.605,5.699,-0.0465,249.373
32.907,-7.439,5.761,0.0308,249.573
32.795,-7.274,5.549,-0.0161,249.773
32.683,-7.108,5.328,0.0397,249.973
32.57,-6.943,5.098,-0.062,250.173
32.459,-6.776,4.857,0.22,250.373
32.341,-6.615,4.603,0.0771,250.573
32.22,-6.456,4.335,-0.3465,250.773
32.111,-6.288,4.049,0.0091,250.973
32.001,-6.121,3.741,0.6309,251.173
31.872,-5.969,4.048,-0.2789,251.373
31.751,-5.81,4.334,-0.3769,251.572
31.642,-5.643,4.401,0.0388,251.772
31.532,-5.476,4.12,0.5202,251.972
31.405,-5.321,4.401,-0.4214,252.172
