x,y,v,kappa,s
31.292,-5.157,4.666,-0.0705,252.372
31.181,-4.99,4.916,0.0609,252.572
31.068,-4.825,5.154,0.0592,252.772
30.953,-4.662,5.382,-0.1262,252.972
30.842,-4.495,5.601,0.0495,253.172
30.729,-4.33,5.811,0.0072,253.372
30.617,-4.165,6.014,-0.0184,253.572
30.504,-3.999,5.916,-0.0156,253.772
30.393,-3.833,5.709,0.0642,253.972
30.279,-3.669,5.495,-0.0387,254.172
30.167,-3.503,5.272,-0.0512,254.372
30.056,-3.337,5.039,0.1613,254.572
29.94,-3.174,4.796,0.136,254.771
29.819,-3.014,4.539,-0.328,254.971
29.71,-2.847,4.266,0.0021,255.171
29.6,-2.68,3.975,0.5588,255.371
29.472,-2.527,4.265,-0.1633,255.571
29.35,-2.369,4.372,-0.4325,255.77
29.241,-2.201,4.088,-0.0009,255.97
29.133,-2.033,3.783,0.6169,256.17
29.004,-1.88,4.088,-0.4167,256.37
28.889,-1.717,4.371,-0.1339,256.57
28.779,-1.55,4.638,0.0628,256.77
28.666,-1.385,4.89,0.1076,256.97
28.549,-1.222,5.129,-0.1738,257.17
28.439,-1.056,5.358,0.0507,257.37
28.326,-0.89,5.578,-0.0145,257.57
28.214,-0.725,5.652,0.0062,257.77
28.102,-0.559,5.436,0.0577,257.97
27.988,-0.395,5.211,-0.0564,258.17
27.876,-0.229,4.975,-0.0515,258.37
27.766,-0.062,4.728,0.2596,258.57
27.647,0.098,4.467,0.0079,258.77
27.528,0.259,4.19,-0.2938,258.97
27.418,0.426,3.893,0.0012,259.17
27.309,0.593,3.571,0.6922,259.37
27.177,0.744,3.892,-0.4062,259.569
27.059,0.904,4.189,-0.307,259.769
26.95,1.072,4.466,0.0939,259.969
26.838,1.237,4.302,0.4771,260.169
26.71,1.391,4.235,-0.4922,260.369
26.599,1.557,4.51,-0.0182,260.568
26.488,1.724,4.768,0.083,260.768
26.374,1.888,5.014,0.0479,260.968
26.259,2.052,5.248,-0.1534,261.168
26.149,2.219,5.472,0.0636,261.368
26.036,2.384,5.687,-0.038,261.568
25.925,2.55,5.55,0.0565,261.768
25.812,2.715,5.329,0.0549,261.968
25.698,2.879,5.099,-0.0841,262.168
25.586,3.045,4.858,-0.0602,262.368
25.476,3.212,4.604,0.3785,262.568
25.354,3.37,4.336,-0.1434,262.768
25.236,3.532,4.05,-0.0377,262.968
25.12,3.694,3.743,0.5484,263.168
24.986,3.843,3.407,-0.7605,263.368
24.877,4.01,3.743,0.0125,263.567
24.767,4.177,3.873,0.207,263.767
24.65,4.34,3.55,0.0692,263.967
24.532,4.5,3.195,-0.2794,264.167
24.422,4.668,2.794,-0.0015,264.367
24.312,4.835,2.325,1.6331,264.567
24.157,4.956,2.789,1.0923,264.765
23.978,5.042,3.187,0.581,264.963
23.789,5.108,3.017,0.1346,265.163
23.598,5.168,2.589,0.3396,265.363
23.403,5.214,2.074,2.0522,265.563
23.208,5.18,2.585,-0.4208,265.762
23.009,5.162,3.013,-0.3651,265.961
22.809,5.158,2.968,-0.0103,266.161
22.61,5.155,2.533,1.376,266.36
22.419,5.097,2.969,-0.8282,266.56
22.221,5.072,3.348,0.1838,266.76
22.024,5.04,3.689,0.2362,266.96
21.828,4.998,4.001,0.1056,267.16
21.633,4.952,4.291,0.066,267.36
21.439,4.904,4.547,0.2929,267.56
21.248,4.844,4.275,-0.4831,267.76
21.053,4.803,4.547,-0.1473,267.959
20.856,4.768,4.803,0.1035,268.159
20.66,4.729,4.783,0.1714,268.359
20.465,4.683,4.525,-0.3165,268.559
20.268,4.649,4.251,0.4885,268.759
20.076,4.597,4.524,0.08,268.959
19.883,4.541,4.333,-0.0475,269.159
19.691,4.487,4.046,-0.107,269.359
19.497,4.438,3.738,-0.6318,269.559
19.299,4.413,4.046,-0.0074,269.759
19.1,4.388,4.333,0.4182,269.959
18.905,4.347,4.245,0.3502,270.158
18.713,4.292,3.952,0.0815,270.358
18.521,4.235,3.636,-0.2658,270.558
18.327,4.187,3.289,-0.8162,270.758
18.128,4.172,3.635,0.4624,270.958
17.931,4.138,3.951,0.2931,271.158
17.736,4.093,4.244,0.1423,271.357
17.543,4.042,4.518,0.1902,271.557
17.351,3.984,4.776,-0.0982,271.757
17.159,3.93,4.571,-0.0836,271.957
16.966,3.879,4.301,-0.1097,272.157
16.771,3.832,4.012,-0.3384,272.357
16.575,3.799,3.702,-0.4345,272.557
16.375,3.783,3.362,0.7811,272.757
16.181,3.735,3.702,0.1221,272.957
15.988,3.684,4.013,0.101,273.157
15.796,3.628,4.302,-0.0209,273.357
15.604,3.573,4.572,-0.1159,273.557
15.41,3.523,4.827,-0.0918,273.757
15.216,3.476,5.07,-0.1372,273.957
15.02,3.434,5.301,-0.0238,274.157
14.824,3.393,5.523,0.0592,274.357
14.629,3.35,5.736,0.0262,274.557
14.434,3.307,5.942,-0.0789,274.757
14.238,3.266,6.14,0.2317,274.957
14.044,3.216,6.333,0.1982,275.157
13.853,3.158,6.519,-0.1151,275.357
13.66,3.105,6.701,-0.0705,275.556
13.466,3.055,6.878,0.0026,275.756
13.273,3.004,7.05,-0.1705,275.956
13.078,2.96,7.218,-0.1424,276.156
12.881,2.922,7.382,0.1581,276.356
12.687,2.878,7.543,-0.0436,276.556
12.491,2.835,7.417,-0.0679,276.756
12.295,2.795,7.253,0.1417,276.956
12.101,2.749,7.086,0.1247,277.156
11.907,2.699,6.914,0.0499,277.356
11.714,2.646,6.739,0.1078,277.556
11.522,2.59,6.558,-0.0308,277.756
11.33,2.534,6.372,-0.1839,277.956
11.136,2.486,6.181,-0.1128,278.156
10.941,2.442,5.984,-0.0484,278.356
10.745,2.4,5.78,-0.0513,278.556
10.549,2.36,5.569,0.0013,278.756
10.353,2.32,5.349,0.0619,278.956
10.158,2.278,5.119,0.1211,279.156
9.964,2.231,4.879,0.1116,279.356
9.77,2.179,4.627,0.1342,279.556
9.579,2.122,4.36,-0.0523,279.756
9.386,2.068,4.075,-0.1098,279.956
9.193,2.017,3.77,-0.1872,280.156
8.998,1.974,3.437,-0.7474,280.356
8.798,1.961,3.686,0.6497,280.556
8.602,1.921,3.998,0.2172,280.756
8.408,1.874,4.241,0.1425,280.955
8.216,1.82,3.948,0.0999,281.155
8.024,1.763,3.631,-0.0866,281.355
7.831,1.709,3.284,-0.8185,281.555
7.633,1.688,3.631,0.3159,281.755
7.436,1.654,3.948,0.1229,281.955
7.239,1.615,4.241,0.0965,282.155
7.044,1.572,4.515,0.3841,282.355
6.853,1.514,4.428,0.0154,282.555
6.661,1.456,4.148,-0.5131,282.755
6.465,1.418,4.428,-0.061,282.955
6.269,1.382,4.534,-0.0387,283.155
6.072,1.347,4.261,-0.1231,283.355
5.874,1.318,3.969,0.5604,283.555
5.681,1.266,4.261,0.1863,283.755
5.49,1.208,4.523,-0.1808,283.955
5.296,1.156,4.249,-0.17,284.154
5.102,1.111,3.957,-0.2074,284.354
4.905,1.074,3.642,-0.552,284.554
4.706,1.059,3.296,0.8129,284.754
4.512,1.012,3.641,0.2428,284.954
4.32,0.955,3.957,-0.046,285.154
4.128,0.9,4.249,-0.3137,285.354
3.933,0.858,4.117,-0.5209,285.553
3.734,0.835,4.169,0.0751,285.753
3.536,0.81,3.871,0.5893,285.953
3.342,0.762,4.169,0.2272,286.153
3.15,0.705,4.113,-0.0826,286.353
2.958,0.651,3.81,-0.3077,286.553
2.762,0.609,3.482,-0.7283,286.753
2.563,0.596,3.673,0.6545,286.953
2.367,0.557,3.985,0.2389,287.152
2.173,0.509,4.276,0.1483,287.352
1.98,0.455,4.019,0.0353,287.552
1.789,0.4,3.708,-0.642,287.752
1.591,0.369,4.019,0.197,287.952
1.395,0.331,4.307,-0.1699,288.152
1.197,0.3,4.151,0.2423,288.352
1.002,0.259,3.852,0.4253,288.551
0.81,0.202,3.527,-0.1257,288.751
0.617,0.149,3.169,-0.8793,288.951
0.418,0.131,3.527,0.4087,289.151
0.221,0.097,3.852,0.1961,289.351
0.026,0.055,4.152,0.1528,289.551
-0.168,0.008,4.109,0.3059,289.751
-0.359,-0.052,3.805,-0.6097,289.951
-0.556,-0.088,4.109,0.1896,290.151
-0.751,-0.131,4.354,-0.3421,290.351
-0.948,-0.161,4.07,0.0091,290.55
-1.145,-0.191,3.764,0.6231,290.749
-1.338,-0.246,4.071,0.0571,290.949
-1.53,-0.302,4.097,-0.1384,291.149
-1.723,-0.354,3.793,-0.6137,291.349
-1.92,-0.381,4.096,-0.1325,291.549
-2.119,-0.403,4.139,0.3717,291.749
-2.315,-0.44,3.838,0.5993,291.948
-2.506,-0.5,4.139,-0.2818,292.148
-2.7,-0.549,4.42,-0.1122,292.348
-2.895,-0.594,4.212,-0.3991,292.548
-3.092,-0.623,3.918,-0.211,292.748
-3.29,-0.644,3.599,0.6816,292.947
-3.485,-0.692,3.918,0.2659,293.147
-3.676,-0.75,4.214,-0.0613,293.347
-3.868,-0.806,4.292,-0.4773,293.547
-4.064,-0.842,4.004,-0.366,293.746
-4.263,-0.865,3.692,0.0476,293.946
-4.461,-0.89,3.351,0.7862,294.146
-4.653,-0.945,3.692,0.0603,294.346
-4.845,-1.002,4.004,-0.1674,294.546
-5.038,-1.054,4.293,-0.4401,294.746
-5.234,-1.088,4.192,-0.4671,294.946
-5.434,-1.103,3.895,0.582,295.145
-5.63,-1.142,4.192,0.4271,295.345
-5.822,-1.197,4.469,0.0701,295.545
-6.014,-1.255,4.73,-0.2869,295.745
-6.208,-1.301,4.798,-0.3471,295.945
-6.405,-1.334,4.541,0.1271,296.145
-6.601,-1.373,4.268,-0.2817,296.345
-6.799,-1.4,3.977,0.5581,296.545
-6.993,-1.449,4.258,0.18,296.744
-7.185,-1.504,3.966,-0.1074,296.944
-7.378,-1.556,3.651,-0.1646,297.144
-7.572,-1.602,3.307,-0.8075,297.344
-7.772,-1.615,3.652,0.6068,297.544
-7.968,-1.653,3.966,0.2811,297.744
-8.162,-1.701,4.258,0.1466,297.944
-8.354,-1.755,4.382,0.1032,298.144
-8.546,-1.813,4.099,-0.2271,298.344
-8.74,-1.863,3.795,-0.613,298.544
-8.938,-1.888,4.099,0.1927,298.743
-9.135,-1.921,4.382,0.1552,298.943
-9.331,-1.96,4.647,0.0698,299.143
-9.527,-2.001,4.613,0.415,299.343
-9.718,-2.059,4.628,-0.0003,299.543
-9.91,-2.117,4.361,-0.4641,299.743
-10.105,-2.157,4.259,-0.1072,299.943
-10.302,-2.192,3.967,-0.0098,300.143
-10.499,-2.227,3.653,-0.23,300.343
-10.697,-2.254,3.308,0.8069,300.543
-10.889,-2.311,3.653,-0.0808,300.743
-11.081,-2.366,3.968,-0.1145,300.943
-11.275,-2.416,4.136,-0.3651,301.143
-11.471,-2.452,3.836,-0.5138,301.342
-11.67,-2.467,3.509,0.7169,301.542
-11.865,-2.511,3.836,0.1392,301.742
-12.059,-2.561,4.137,0.147,301.942
-12.251,-2.616,4.185,0.0309,302.142
-12.443,-2.672,3.888,-0.2206,302.342
-12.637,-2.719,3.567,-0.694,302.541
-12.836,-2.74,3.889,0.4548,302.741
-13.032,-2.778,4.186,0.012,302.941
-13.228,-2.817,4.463,0.2143,303.141
-13.422,-2.864,4.352,0.2748,303.341
-13.614,-2.922,4.067,-0.0046,303.541
-13.805,-2.979,3.76,-0.6244,303.741
-14.002,-3.013,4.067,0.1017,303.941
-14.199,-3.05,4.352,-0.1543,304.141
-14.396,-3.081,4.298,0.078,304.341
-14.593,-3.116,4.01,0.5491,304.54
-14.785,-3.171,4.299,0.0391,304.74
-14.977,-3.228,4.57,-0.2955,304.94
-15.171,-3.274,4.361,-0.0294,305.14
-15.366,-3.319,4.076,-0.2932,305.34
-15.563,-3.352,3.771,-0.3236,305.54
-15.762,-3.372,3.439,0.7466,305.739
-15.955,-3.422,3.772,0.1419,305.939
-16.148,-3.477,4.077,0.0034,306.139
-16.34,-3.532,4.249,-0.0808,306.339
-16.533,-3.584,3.957,-0.3133,306.539
-16.728,-3.624,3.642,-0.6657,306.739
-16.928,-3.638,3.918,0.5751,306.939
-17.124,-3.674,4.213,0.4276,307.139
-17.317,-3.728,4.489,0.1245,307.339
-17.508,-3.785,4.748,-0.1978,307.539
-17.702,-3.836,4.749,-0.3915,307.738
-17.899,-3.871,4.995,0.0735,307.938
-18.095,-3.909,4.83,-0.2978,308.138
-18.293,-3.935,4.575,0.4145,308.338
-18.488,-3.977,4.305,0.36,308.538
-18.68,-4.034,4.017,-0.0012,308.738
-18.872,-4.09,3.706,-0.252,308.938
-19.066,-4.137,3.367,-0.7789,309.138
-19.265,-4.152,3.706,0.4452,309.337
-19.462,-4.186,4.016,0.3241,309.537
-19.657,-4.232,4.304,0.1227,309.737
-19.85,-4.283,4.292,0.2038,309.937
-20.041,-4.342,4.002,-0.1334,310.137
-20.234,-4.395,3.69,-0.6483,310.337
-20.431,-4.424,4.002,-0.1456,310.536
-20.63,-4.446,4.159,0.2451,310.736
-20.827,-4.478,3.86,0.5925,310.936
-21.019,-4.534,4.159,0.1042,311.136
-21.21,-4.593,4.326,-0.3064,311.336
-21.404,-4.64,4.039,-0.5412,311.536
-21.602,-4.667,4.269,-0.0769,311.735
-21.8,-4.69,3.979,0.5576,311.935
-21.995,-4.735,4.27,0.1292,312.135
-22.188,-4.785,4.542,0.2138,312.335
-22.38,-4.844,4.335,-0.4676,312.535
-22.575,-4.884,4.049,-0.3972,312.734
-22.773,-4.909,3.741,-0.0704,312.934
-22.972,-4.93,3.406,0.7611,313.134
-23.165,-4.982,3.742,0.1407,313.334
-23.357,-5.039,4.05,-0.085,313.533
-23.549,-5.093,4.309,-0.4756,313.733
-23.745,-5.129,4.561,-0.3382,313.933
-23.944,-5.151,4.291,0.4796,314.132
-24.14,-5.192,4.562,0.0535,314.332
-24.335,-5.235,4.818,0.3491,314.532
-24.527,-5.291,4.681,-0.1714,314.732
-24.72,-5.341,4.418,-0.2501,314.932
-24.916,-5.382,4.137,-0.0527,315.132
-25.112,-5.42,3.837,-0.4741,315.332
-25.311,-5.439,3.51,0.7167,315.532
-25.505,-5.487,3.836,0.2049,315.731
-25.697,-5.543,4.051,-0.028,315.931
-25.889,-5.597,3.743,-0.23,316.131
-26.084,-5.643,3.408,-0.76,316.331
-26.283,-5.658,3.744,0.375,316.531
-26.481,-5.689,4.052,0.4687,316.731
-26.674,-5.737,4.337,0.2344,316.931
-26.866,-5.795,4.397,-0.1083,317.131
-27.058,-5.849,4.116,-0.4083,317.33
-27.255,-5.887,3.813,-0.6072,317.53
-27.454,-5.901,3.807,0.6093,317.73
-27.65,-5.938,4.109,0.3477,317.93
-27.843,-5.99,4.391,0.0998,318.13
-28.035,-6.045,4.122,0.03,318.33
-28.227,-6.101,3.82,-0.1828,318.53
-28.421,-6.151,3.492,-0.7241,318.73
-28.619,-6.172,3.819,0.1114,318.929
-28.818,-6.197,4.121,0.4149,319.129
-29.013,-6.238,4.402,0.4282,319.329
-29.204,-6.297,4.53,-0.0198,319.529
-29.396,-6.354,4.257,-0.4873,319.729
-29.592,-6.392,4.399,-0.4196,319.928
-29.79,-6.414,4.118,0.1197,320.128
-29.988,-6.441,3.817,0.6061,320.327
-30.181,-6.491,3.936,0.2568,320.527
-30.372,-6.552,3.619,-0.6742,320.727
-30.569,-6.586,3.936,-0.329,320.927
-30.768,-6.607,4.23,0.2727,321.127
-30.964,-6.639,4.139,0.5154,321.326
-31.157,-6.691,3.865,-0.2563,321.526
-31.353,-6.733,3.541,-0.7041,321.726
-31.552,-6.747,3.865,0.5518,321.926
-31.748,-6.783,4.163,0.4389,322.125
-31.941,-6.836,4.442,0.0403,322.325
-32.133,-6.89,4.191,-0.5028,322.525
-32.33,-6.925,3.98,-0.5255,322.725
-32.53,-6.939,3.666,0.6569,322.925
-32.725,-6.98,3.979,0.3762,323.124
-32.917,-7.034,4.27,-0.0892,323.324
-33.11,-7.085,4.034,-0.5426,323.524
-33.308,-7.116,3.849,-0.3422,323.724
-33.507,-7.132,3.523,0.7112,323.924
-33.701,-7.177,3.848,0.2784,324.123
-33.894,-7.232,4.027,0.0077,324.323
-34.086,-7.288,3.717,-0.2152,324.523
-34.28,-7.335,3.38,-0.773,324.723
-34.479,-7.352,3.718,0.2845,324.923
-34.677,-7.38,4.027,0.4758,325.123
-34.871,-7.427,4.315,0.2792,325.322
-35.062,-7.484,4.264,-0.0717,325.522
-35.255,-7.539,3.972,-0.3753,325.722
-35.451,-7.579,3.658,-0.6598,325.922
-35.65,-7.593,3.972,0.5078,326.122
-35.846,-7.628,4.263,0.4223,326.322
-36.04,-7.678,4.045,0.1807,326.521
-36.231,-7.736,3.736,-0.0535,326.721
-36.423,-7.792,3.4,-0.7639,326.921
-36.622,-7.817,3.736,0.2557,327.121
-36.818,-7.853,4.044,-0.0109,327.321
-37.015,-7.889,4.331,0.094,327.521
-37.211,-7.928,4.396,0.4569,327.721
-37.403,-7.984,4.661,0.0586,327.921
-37.594,-8.043,4.518,-0.4326,328.121
-37.789,-8.086,4.368,-0.0702,328.321
-37.985,-8.125,4.084,-0.189,328.521
-38.182,-8.158,3.779,-0.2034,328.721
-38.381,-8.182,3.447,0.7429,328.92
-38.573,-8.235,3.78,0.0878,329.12
-38.765,-8.291,4.085,-0.1281,329.32
-38.958,-8.343,4.293,-0.1074,329.52
-39.153,-8.391,4.004,-0.2376,329.72
-39.349,-8.429,3.693,-0.5918,329.92
-39.548,-8.444,3.352,0.7858,330.12
-39.743,-8.489,3.692,0.1383,330.32
-39.936,-8.541,4.004,0.0961,330.52
-40.128,-8.596,3.968,0.0118,330.72
-40.32,-8.651,3.653,-0.1684,330.92
-40.514,-8.7,3.308,-0.8066,331.119
-40.713,-8.717,3.653,0.4816,331.319
-40.91,-8.753,3.968,0.187,331.519
-41.105,-8.797,4.259,0.1766,331.719
-41.298,-8.847,4.481,0.1929,331.919
-41.49,-8.905,4.205,-0.1281,332.119
-41.683,-8.958,3.909,-0.5779,332.319
-41.88,-8.988,4.204,-0.2111,332.519
-42.079,-9.01,4.349,0.2791,332.719
-42.276,-9.043,4.065,0.5344,332.918
-42.468,-9.096,4.35,0.0932,333.118
-42.66,-9.154,4.618,-0.1411,333.318
-42.853,-9.206,4.578,-0.1345,333.518
-43.047,-9.252,4.308,-0.4758,333.718
-43.245,-9.28,4.03,-0.1716,333.917
-43.443,-9.301,3.721,0.6376,334.117
-43.638,-9.348,4.031,0.15,334.317
-43.831,-9.4,4.318,0.147,334.517
-44.022,-9.458,4.496,-0.4367,334.717
-44.217,-9.499,4.755,-0.3793,334.916
-44.416,-9.525,4.519,-0.1135,335.116
-44.615,-9.546,4.246,-0.0994,335.316
-44.814,-9.564,3.953,0.2838,335.516
-45.012,-9.592,3.637,-0.387,335.716
-45.211,-9.606,3.291,0.0464,335.916
-45.408,-9.621,2.908,1.0205,336.114
-45.6,-9.676,2.461,-1.4572,336.314
-45.8,-9.674,2.908,0.0567,336.514
-46.0,-9.673,3.295,0.0116,336.713
-46.2,-9.674,3.641,-0.0133,336.913
-46.4,-9.673,3.957,-0.0053,337.113
-46.6,-9.673,4.134,0.026,337.313
-46.8,-9.673,3.832,-0.0673,337.513
-47.0,-9.671,3.505,-0.2928,337.713
-47.199,-9.658,3.146,-0.885,337.913
-47.393,-9.609,2.738,1.1778,338.113
-47.593,-9.607,3.146,-0.2622,338.313
-47.792,-9.594,3.506,-0.2482,338.512
-47.991,-9.572,3.341,-0.2737,338.712
-48.188,-9.539,2.961,-0.6673,338.912
-48.379,-9.48,2.523,1.3865,339.112
-48.578,-9.475,2.96,-0.6793,339.312
-48.774,-9.444,3.338,-0.593,339.51
-48.967,-9.39,3.68,-0.1345,339.71
-49.158,-9.33,3.993,0.3022,339.91
-49.352,-9.282,4.283,-0.0016,340.11
-49.546,-9.234,4.386,-0.276,340.31
-49.737,-9.175,4.104,-0.5242,340.51
-49.92,-9.097,4.386,-0.1545,340.709
-50.101,-9.014,4.36,0.4644,340.909
-50.29,-8.947,4.175,0.0046,341.109
-50.479,-8.88,3.876,-0.5875,341.309
-50.658,-8.792,4.174,-0.0537,341.509
-50.836,-8.702,4.453,0.0426,341.709
-51.016,-8.613,4.305,0.0266,341.909
-51.195,-8.525,4.017,-0.0742,342.109
-51.374,-8.435,3.706,-0.6427,342.309
-51.539,-8.322,4.017,0.3678,342.509
-51.712,-8.222,4.305,-0.1349,342.708
-51.882,-8.118,4.112,-0.2384,342.908
-52.048,-8.005,3.809,-0.1325,343.108
-52.21,-7.888,3.48,0.1736,343.308
-52.376,-7.777,3.116,-0.9095,343.508
-52.519,-7.638,3.479,0.5311,343.708
-52.675,-7.515,3.78,0.1008,343.907
-52.834,-7.395,3.45,-0.7417,344.105
-52.974,-7.252,3.782,0.0612,344.305
-53.116,-7.111,4.087,0.0016,344.505
-53.258,-6.97,4.027,-0.0356,344.705
-53.399,-6.828,3.717,-0.0277,344.905
-53.539,-6.686,3.379,0.2028,345.105
-53.685,-6.549,3.003,-0.9791,345.305
-53.8,-6.387,3.377,0.0168,345.504
-53.917,-6.225,3.715,0.1219,345.704
-54.038,-6.066,4.025,-0.2908,345.904
-54.149,-5.9,4.313,-0.2824,346.104
-54.251,-5.728,4.583,-0.0892,346.304
-54.35,-5.554,4.837,-0.1617,346.504
-54.443,-5.377,4.866,-0.0996,346.704
-54.533,-5.198,4.613,-0.1281,346.904
-54.617,-5.017,4.345,-0.4676,347.104
-54.685,-4.829,4.613,0.0684,347.304
-54.755,-4.642,4.866,-0.1452,347.504
-54.82,-4.452,5.031,-0.2268,347.704
-54.876,-4.261,4.787,-0.0851,347.903
-54.929,-4.068,4.529,0.0983,348.103
-54.986,-3.876,4.256,-0.1245,348.303
-55.037,-3.683,3.964,-0.175,348.503
-55.082,-3.488,3.649,-0.6632,348.703
-55.101,-3.289,3.849,-0.2909,348.903
-55.109,-3.09,3.523,0.1212,349.103
-55.121,-2.89,3.165,0.8813,349.302
-55.168,-2.696,2.91,-1.0426,349.502
-55.173,-2.497,3.296,0.5255,349.702
-55.2,-2.3,3.639,0.1462,349.9
-55.232,-2.104,3.411,-0.7586,350.099
-55.234,-1.904,3.747,0.0288,350.299
-55.237,-1.704,4.054,-0.3287,350.499
-55.228,-1.504,4.098,-0.4028,350.699
-55.202,-1.306,3.795,-0.1247,350.899
-55.171,-1.109,3.465,0.7354,351.098
-55.17,-0.909,3.796,-0.0999,351.298
-55.164,-0.709,3.604,-0.6429,351.498
-55.133,-0.513,3.255,0.1414,351.697
-55.108,-0.316,2.867,0.6771,351.895
-55.109,-0.117,2.414,-1.5155,352.095
-55.051,0.075,2.868,0.0591,352.295
-54.994,0.267,3.26,0.4207,352.495
-54.955,0.462,3.458,0.1807,352.694
-54.922,0.66,3.092,-0.3061,352.894
-54.877,0.853,2.678,-1.2309,353.093
-54.786,1.032,2.889,1.0582,353.293
-54.735,1.225,3.277,-0.0677,353.493
-54.681,1.417,3.625,-0.3507,353.693
-54.614,1.605,3.942,-0.3774,353.892
-54.532,1.788,4.235,-0.2038,354.092
-54.444,1.967,4.509,-0.0716,354.292
-54.352,2.145,4.768,0.0889,354.492
-54.264,2.324,4.575,-0.4218,354.692
-54.161,2.495,4.83,-0.2428,354.892
-54.05,2.662,4.851,-0.1022,355.092
-53.936,2.826,4.597,-0.3383,355.292
-53.81,2.981,4.328,-0.2791,355.492
-53.677,3.13,4.041,0.5401,355.692
-53.56,3.292,3.733,-0.1725,355.891
-53.438,3.449,3.399,-0.7642,356.09
-53.293,3.586,3.073,-0.9348,356.29
-53.125,3.694,2.917,1.0374,356.49
-52.983,3.834,3.302,-0.4582,356.689
-52.83,3.961,3.645,-0.5598,356.888
-52.662,4.07,3.961,-0.1343,357.088
-52.492,4.174,4.253,-0.3852,357.288
-52.314,4.265,4.031,-0.5433,357.488
-52.127,4.336,4.318,-0.1267,357.687
-51.938,4.403,4.355,-0.0842,357.887
-51.748,4.466,4.071,-0.2657,358.087
-51.556,4.519,3.765,-0.6228,358.287
-51.358,4.548,4.071,-0.2858,358.487
-51.159,4.565,3.799,0.6118,358.687
-50.964,4.606,4.093,-0.3431,358.886
-50.767,4.634,3.791,-0.6143,359.085
-50.567,4.638,3.879,-0.1223,359.285
-50.367,4.637,3.556,0.0835,359.485
-50.167,4.639,3.201,-0.8616,359.685
-49.972,4.607,3.553,-0.1417,359.883
-49.777,4.57,3.289,0.8163,360.081
-49.578,4.565,2.934,-1.026,360.281
-49.383,4.519,3.317,-0.2742,360.481
-49.191,4.462,3.661,0.0666,360.681
-48.999,4.408,3.975,0.0275,360.881
-48.806,4.355,3.966,-0.1028,361.081
-48.614,4.298,3.651,-0.1442,361.281
-48.424,4.236,3.306,-0.073,361.481
-48.235,4.171,2.921,-1.035,361.681
-48.064,4.069,3.304,0.2987,361.879
-47.888,3.977,3.646,0.3058,362.078
-47.706,3.897,3.627,-0.671,362.277
-47.536,3.792,3.878,-0.587,362.477
-47.379,3.668,3.923,0.4214,362.677
-47.213,3.557,3.604,-0.6798,362.877
-47.063,3.426,3.92,-0.5115,363.075
-46.927,3.279,4.171,0.0064,363.275
-46.791,3.133,3.873,-0.3958,363.475
-46.667,2.976,3.549,-0.7009,363.675
-46.566,2.804,3.641,-0.666,363.875
-46.489,2.62,3.956,-0.5606,364.074
-46.433,2.429,4.248,-0.3589,364.274
-46.391,2.233,4.274,0.4833,364.474
-46.33,2.043,4.061,-0.46,364.674
-46.286,1.848,3.754,-0.6264,364.873
-46.268,1.649,3.774,-0.413,365.073
-46.266,1.449,3.442,-0.2363,365.273
-46.273,1.25,3.074,-0.9346,365.472
-46.317,1.055,3.442,-0.1446,365.672
-46.367,0.861,3.395,0.5698,365.872
-46.395,0.664,3.022,-0.304,366.072
-46.434,0.472,2.604,-1.3022,366.268
-46.522,0.293,3.029,0.7873,366.467
-46.581,0.101,3.402,-0.4745,366.667
-46.658,-0.083,3.738,-0.2269,366.867
-46.743,-0.264,4.047,-0.1254,367.067
-46.833,-0.443,4.221,-0.0208,367.267
-46.923,-0.621,3.926,0.0864,367.467
-47.011,-0.801,3.608,0.0407,367.667
-47.097,-0.982,3.258,0.8316,367.867
-47.151,-1.173,3.607,0.0041,368.067
-47.206,-1.366,3.873,0.4548,368.267
-47.243,-1.561,3.552,0.6997,368.465
-47.252,-1.76,3.255,-0.8332,368.665
-47.295,-1.955,3.605,-0.187,368.865
-47.344,-2.149,3.319,0.8015,369.065
-47.363,-2.347,3.168,0.3679,369.263
-47.366,-2.547,2.763,-0.02,369.463
-47.37,-2.746,2.29,1.6841,369.663
-47.308,-2.936,2.765,-0.6793,369.863
-47.273,-3.133,3.168,-0.2923,370.062
-47.248,-3.331,3.387,0.2562,370.262
-47.214,-3.527,3.014,0.8041,370.461
-47.149,-3.716,2.585,0.1088,370.661
-47.079,-3.904,2.07,2.0613,370.861
-46.941,-4.046,2.581,0.0806,371.059
-46.8,-4.188,3.01,0.1685,371.259
-46.655,-4.324,3.255,0.8333,371.458
-46.488,-4.434,3.272,0.8248,371.658
-46.306,-4.516,3.62,0.1143,371.858
-46.121,-4.594,3.938,-0.132,372.058
-45.939,-4.676,4.231,0.2083,372.258
-45.754,-4.75,4.015,0.4833,372.457
-45.562,-4.807,3.704,0.076,372.657
-45.37,-4.861,3.365,0.0853,372.857
-45.176,-4.911,2.987,0.9896,373.057
-44.978,-4.922,3.362,-0.3401,373.256
-44.782,-4.947,3.061,-0.576,373.454
-44.589,-4.993,2.644,1.2634,373.652
-44.389,-4.991,3.064,-0.0352,373.852
-44.189,-4.989,3.433,-0.0714,374.052
-43.989,-4.991,3.19,0.3724,374.252
-43.792,-4.977,2.792,1.1325,374.45
-43.6,-4.92,3.193,-0.1505,374.65
-43.407,-4.868,3.549,-0.1667,374.85
