timestamp,commanded_speed,actual_speed,erpm,speed_error,steady_state
1759065006.6785312,0.0,0.0,0.0,0.0,False
1759065006.698761,0.5,0.0,0.0,-0.5,False
1759065006.7189188,0.5,0.0,17.0,-0.5,False
1759065006.7387283,0.5,0.0,39.0,-0.5,False
1759065006.758632,0.5,0.0,67.0,-0.5,False
1759065006.7873077,0.5,0.0,108.0,-0.5,False
1759065006.8016946,0.5,0.0,119.0,-0.5,False
1759065006.8184953,0.5,0.0,113.0,-0.5,False
1759065006.838809,0.5,0.0,2.0,-0.5,False
1759065006.858515,0.5,0.0,127.0,-0.5,False
1759065006.8809361,0.5,0.0,120.0,-0.5,False
1759065006.898945,0.5,0.0,133.0,-0.5,False
1759065006.9187143,0.5,0.0,163.0,-0.5,False
1759065006.9384596,0.5,0.0,199.0,-0.5,False
1759065006.9584816,0.5,0.05136540962288687,237.0,-0.4486345903771131,False
1759065006.9785213,0.5,0.05743389683571738,265.0,-0.44256610316428263,False
1759065006.9993536,0.5,0.17793671434763764,821.0,-0.32206328565236236,False
1759065007.0185828,0.5,0.21261378413524057,981.0,-0.28738621586475943,False
1759065007.0385206,0.5,0.0,-37.0,-0.5,False
1759065007.0586634,0.5,0.0,-17.0,-0.5,False
1759065007.0786006,0.5,0.0,-19.0,-0.5,False
1759065007.0986145,0.5,0.0,-6.0,-0.5,False
1759065007.121736,0.5,0.0,-87.0,-0.5,False
1759065007.1387227,0.5,0.0,184.0,-0.5,False
1759065007.158919,0.5,0.0,153.0,-0.5,False
1759065007.1784523,0.5,0.0,153.0,-0.5,False
1759065007.1989079,0.5,0.0,176.0,-0.5,False
1759065007.218621,0.5,0.0,214.0,-0.5,False
1759065007.2385619,0.5,0.05721716514954486,264.0,-0.4427828348504551,False
1759065007.2585766,0.5,0.06610316428261812,305.0,-0.4338968357173819,False
1759065007.2791271,0.5,0.07260511486779367,335.0,-0.42739488513220636,False
1759065007.298656,0.5,0.247074122236671,1140.0,-0.252925877763329,False
1759065007.318496,0.5,0.40658864325964456,1876.0,-0.09341135674035544,False
1759065007.3385384,0.5,0.4211096662332033,1943.0,-0.07889033376679672,False
1759065007.3588715,0.5,0.516688339835284,2384.0,0.01668833983528395,False
1759065007.378689,0.5,0.6306892067620286,2910.0,0.13068920676202855,False
1759065007.399113,0.5,0.681837884698743,3146.0,0.18183788469874296,False
1759065007.4194133,0.5,0.6725184221933247,3103.0,0.1725184221933247,False
1759065007.4384868,0.5,0.6770697876029476,3124.0,0.17706978760294756,False
1759065007.4584217,0.5,0.6631989596879063,3060.0,0.16319895968790632,False
1759065007.478437,0.5,0.6603814477676636,3047.0,0.1603814477676636,False
1759065007.4984715,0.5,0.6445600346770698,2974.0,0.1445600346770698,False
1759065007.518621,0.5,0.6228868660598179,2874.0,0.12288686605981791,False
1759065007.5385137,0.5,0.5901603814477676,2723.0,0.09016038144776761,False
1759065007.5585606,0.5,0.552665799739922,2550.0,0.052665799739922026,False
1759065007.5785677,0.5,0.5487646293888166,2532.0,0.04876462938881665,False
1759065007.599839,0.5,0.5728218465539662,2643.0,0.07282184655396617,False
1759065007.6186244,0.5,0.5914607715648028,2729.0,0.09146077156480281,False
1759065007.6384423,0.5,0.5875596012136974,2711.0,0.08755960121369744,False
1759065007.6584613,0.5,0.61790203727785,2851.0,0.11790203727784998,False
1759065007.6784935,0.5,0.6146510619852622,2836.0,0.1146510619852622,False
1759065007.6984177,0.5,0.6280884265279584,2898.0,0.12808842652795838,False
