timestamp,commanded_speed,actual_speed,erpm,speed_error,steady_state
1758983582.4968224,0.0,0.0,0,0.0,False
1758983582.5166035,0.5,0.0,0,-0.5,False
1758983582.5378823,0.5,0.0,0,-0.5,False
1758983582.5566583,0.5,0.0,0,-0.5,False
1758983582.6057773,0.5,0.0,0,-0.5,False
1758983582.6157799,0.5,0.0,0,-0.5,False
1758983582.6360757,0.5,0.0,0,-0.5,False
1758983582.6581383,0.5,0.0,0,-0.5,False
1758983582.6786652,0.5,0.0,0,-0.5,False
1758983582.70078,0.5,0.0,0,-0.5,False
1758983582.7163699,0.5,0.0,0,-0.5,False
1758983582.7369876,0.5,0.0,0,-0.5,False
1758983582.7561698,0.5,0.0,0,-0.5,False
1758983582.7757819,0.5,0.0,0,-0.5,False
1758983582.796794,0.5,0.0,0,-0.5,False
1758983582.8156147,0.5,0.0,0,-0.5,False
1758983582.8357308,0.5,0.0,0,-0.5,False
1758983582.8564076,0.5,0.0,0,-0.5,False
1758983582.8795476,0.5,0.0,0,-0.5,False
1758983582.8967102,0.5,0.0,0,-0.5,False
1758983582.9180956,0.5,0.0,0,-0.5,False
1758983582.935813,0.5,0.0,0,-0.5,False
1758983582.9569504,0.5,0.0,0,-0.5,False
1758983582.9787548,0.5,0.0,0,-0.5,False
1758983583.0008929,0.5,0.0,0,-0.5,False
1758983583.0170019,0.5,0.0,0,-0.5,False
1758983583.035809,0.5,0.0,0,-0.5,False
1758983583.0558562,0.5,0.0,0,-0.5,False
1758983583.0758047,0.5,0.0,0,-0.5,False
1758983583.0957842,0.5,0.0,0,-0.5,False
1758983583.1157792,0.5,0.0,0,-0.5,False
1758983583.1364076,0.5,0.0,0,-0.5,False
1758983583.156766,0.5,0.0,0,-0.5,False
1758983583.1756496,0.5,0.0,0,-0.5,False
1758983583.2093163,0.5,0.0,0,-0.5,False
1758983583.2156367,0.5,0.0,0,-0.5,False
1758983583.239942,0.5,0.0,0,-0.5,False
1758983583.255949,0.5,0.0,0,-0.5,False
1758983583.2781174,0.5,0.0,0,-0.5,False
1758983583.2968748,0.5,0.0,0,-0.5,False
1758983583.315863,0.5,0.0,0,-0.5,False
1758983583.338492,0.5,0.0,0,-0.5,False
1758983583.35595,0.5,0.0,0,-0.5,False
1758983583.3766859,0.5,0.0,0,-0.5,False
1758983583.3958786,0.5,0.0,0,-0.5,False
1758983583.4160008,0.5,0.0,0,-0.5,False
1758983583.4426603,0.5,0.0,0,-0.5,False
1758983583.4582798,0.5,0.0,0,-0.5,False
1758983583.4859226,0.5,0.0,0,-0.5,False
1758983583.4970696,0.5,0.0,0,-0.5,False
1758983583.5315683,0.5,0.0,0,-0.5,False
1758983583.5373576,0.5,0.0,0,-0.5,False
1758983583.560721,0.5,0.0,0,-0.5,False
1758983583.578983,0.5,0.0,0,-0.5,False
1758983583.5970418,0.5,0.0,0,-0.5,False
1758983583.6211722,0.5,0.0,0,-0.5,False
1758983583.6393404,0.5,0.0,0,-0.5,False
1758983583.6567764,0.5,0.0,0,-0.5,False
1758983583.6784308,0.5,0.0,0,-0.5,False
1758983583.6996908,0.5,0.0,0,-0.5,False
1758983583.7168174,0.5,0.0,0,-0.5,False
1758983583.735772,0.5,0.0,0,-0.5,False
1758983583.7557034,0.5,0.0,0,-0.5,False
1758983583.7757514,0.5,0.0,0,-0.5,False
1758983583.7958176,0.5,0.0,0,-0.5,False
1758983583.8183784,0.5,0.0,0,-0.5,False
1758983583.8369815,0.5,0.0,0,-0.5,False
1758983583.8594635,0.5,0.0,0,-0.5,False
1758983583.87582,0.5,0.0,0,-0.5,False
1758983583.898363,0.5,0.0,0,-0.5,False
1758983583.9224825,0.5,0.0,0,-0.5,False
1758983583.936331,0.5,0.0,0,-0.5,False
1758983583.955636,0.5,0.0,0,-0.5,False
1758983583.9776793,0.5,0.0,0,-0.5,False
1758983583.9963055,0.5,0.0,0,-0.5,False
1758983584.0171297,0.5,0.0,0,-0.5,False
1758983584.037645,0.5,0.0,0,-0.5,False
1758983584.055844,0.5,0.0,0,-0.5,False
1758983584.07582,0.5,0.0,0,-0.5,False
1758983584.0986698,0.5,0.0,0,-0.5,False
1758983584.1157835,0.5,0.0,0,-0.5,False
1758983584.140007,0.5,0.0,0,-0.5,False
1758983584.15754,0.5,0.0,0,-0.5,False
1758983584.1777267,0.5,0.0,0,-0.5,False
1758983584.1965494,0.5,0.0,0,-0.5,False
1758983584.2167706,0.5,0.0,0,-0.5,False
1758983584.2381902,0.5,0.0,0,-0.5,False
