x,y,v,kappa
-6.846081842553609,0.16081416099793655,2.9063406626775707,1.4206536442219087
-6.76938699175339,0.09680927186695328,2.9052174902583965,1.3845651375513572
-6.684861552339383,0.044095160832598415,2.9148769485699946,1.275226084981227
-6.5941662463726285,0.002398315670155647,2.9534431446148384,1.0947497316474548
-6.499374753555112,-0.029216499615978064,3.034133672485638,0.832506707323073
-6.402081777251802,-0.05288066670180106,3.1726320165324235,0.5231313933989727
-6.3038859133465985,-0.0711329226776349,3.376978810524522,0.42938925272002876
-6.204827230338195,-0.0851785122508038,3.5798157597765154,0.3820636369862657
-6.105567224550001,-0.09524292358050407,3.7716309302926025,0.4492231181155881
-6.005595999701273,-0.10087480665505962,3.9160647275193843,0.43785205663903415
-5.905578600895921,-0.10225290959615499,4.0472482096253,0.2590970713394764
-5.805384797381922,-0.10098704565349785,4.215415938335555,0.18382273042511177
-5.705615714716522,-0.09785476127697175,4.375016778259658,0.20144629511985487
-5.6059636528013685,-0.09281192879588349,4.527056388741685,0.11814769847356056
-5.50624522428741,-0.08659533322934469,4.672358145864428,-0.0035290500344045527
-5.407194060493274,-0.08022494417861796,4.811606300755281,0.015198567418012328
-5.307202715745255,-0.07364383928563663,4.945376825610519,0.026915312186048434
-5.207927423825504,-0.06685784276938062,5.074159986441404,0.021997833129179068
-5.10797917537108,-0.059804105201551744,5.1983772031811695,0.02062560083797225
-5.008450236527444,-0.052570859085038495,5.318393870724716,0.023895014690553117
-4.9086283915618445,-0.04507786493762427,5.434529264155921,0.024163721549977032
-4.80901205493867,-0.037359327392987196,5.547064299906375,0.021608997057544842
-4.709207502830014,-0.02941012756937301,5.656247694207196,0.015878017245820525
-4.609656723167063,-0.021323354261645427,5.762300905703091,0.006676406487301155
-4.509817476202357,-0.013146941780238137,5.865422143348921,-0.0070146338553317
-4.410310045817359,-0.005071389071294123,5.9657896469741765,-0.027316338996154425
-4.310276498407521,0.0027722632441975837,6.063564395619962,-0.044948557875655167
-4.210542809749166,0.010144366107788759,6.15889236111469,-0.058248767861482385
-4.1107102693972255,0.016938049938644062,6.251906396877411,-0.06767984914151189
-4.010624073371107,0.02310020467524835,6.342727831620281,-0.04974731129104822
-3.9112406912045854,0.028723446484524507,6.431467822420239,-0.031800810669211366
-3.8110474883594763,0.03406107541211882,6.518228510131861,-0.021586557147705396
-3.711637940833868,0.03914220398709091,6.603104011328067,-0.010774755379978513
-3.6115376201711786,0.04414124077875289,6.686181274179522,-0.005797330186849782
-3.5119675112402535,0.0490560154278232,6.767540820411721,-0.0008506045164658672
-3.4119536465915683,0.05397762183601851,6.847257391343242,-0.00047984945825205357
-3.312314362540824,0.05887600306069767,6.925400512739762,-0.0004902456825487768
-3.21238565513124,0.06378402906162497,7.002034990615794,-0.00025975080967872093
-3.1126720835923374,0.06867889676517447,7.077221348029956,2.2947592052973147e-06
-3.0127985700042244,0.0735811163520476,7.151016211236722,-0.00013457019572234052
-2.913031215173454,0.07847677860826925,7.223472652191851,-0.00032399860866101545
-2.813205189571255,0.08337189514905453,7.294640493294055,-0.0006559407952760028
-2.713388736831939,0.08825998346650483,7.3645665793307735,-0.001005752843823144
-2.6136006330960746,0.0931364833308908,7.433295020841557,-0.001468420616625077
-2.5137422140940098,0.0980017323590212,7.5008674124873425,-0.001941651854260833
-2.413985531159239,0.10284256952349635,7.567323029493354,-0.002455155946455181
-2.314091157804431,0.10766552458043288,7.632699004798048,-0.002966540946174523
-2.2143571526175903,0.11245110234957466,7.697030489174974,-0.003475909846513816
-2.1144349726440743,0.11721092462707482,7.760350796286203,-0.003975922257121748
-2.0147180937275158,0.1219213312963037,7.822691534365158,-0.004414603520287433
-1.914775461143992,0.1265982188811317,7.884082726005103,-0.004832854935372079
-1.8150570321255937,0.13121571388687223,7.944552917340689,-0.00579301746050729
-1.715106682279566,0.13578596468732607,8.004129277748458,-0.006843213254333556
-1.6153944552720745,0.14027533542362544,8.062837691053625,-0.009460477417938387
-1.5154417647079466,0.14468087472039612,8.120702839111177,-0.012406059585645769
-1.4156814336526888,0.14895386520559614,8.177748278526424,-0.015513822936830433
-1.315731885919547,0.1530797139773088,8.233996511191016,-0.018680024034298394
-1.215772069184092,0.1570242180443899,8.289469049233066,-0.014776717026363516
-1.1158578665487022,0.16081948082279612,8.344186474912771,-0.00757299567308174
-1.0158037161818263,0.16454385771348762,8.346292280501403,-0.0008987256296605028
-0.9159303783762551,0.16825249744040305,8.202709422439883,0.005545586142982006
-0.8159467611415645,0.17202022464258204,8.0605527020211,0.010550105743901108
-0.7160554831551517,0.17588959604264792,7.918561263538572,0.01422535836805278
-0.6161148832077259,0.1799032023777133,7.776165115271483,0.01742345908918332
-0.5162050209935866,0.18408981772862895,7.632756291590764,0.020092428171008314
-0.41628727090797296,0.1884778526511434,7.487715272749217,0.022216063068945656
-0.3164195751025668,0.19308575108567544,7.340309548736516,0.023643162354001736
-0.21646775436979,0.1979343626645825,7.190026566305166,0.024679207071966327
-0.11676658591109376,0.2030172742123407,7.036535476804777,0.025313234465898986
-0.016659158071648774,0.2083744229516264,6.879419957452202,0.024842350739283037
0.08265628681306297,0.21393610338078572,6.717604132276087,0.02357929765760494
0.18306169695044433,0.21979425963309537,6.5502237573396505,0.020307791569756466
0.281976482442776,0.22576635495432376,6.375566110707766,0.015949207466455784
0.38251742336142674,0.23199350500767915,6.192530074399213,0.008612874283884499
0.48204968137106924,0.23824345094867322,5.998760779255321,-0.00025555802838587
0.5814733702579772,0.24448248078336948,5.7995608701537575,-0.011082468998251382
