x,y,left_dist,right_dist
-50.16526837870969,7.8335524647201,1.248239441770368,1.3076794151880158
-50.16526837870969,7.892992464720095,1.248239441770368,1.3076794151880158
-50.22470837870969,7.952432464720104,1.2482394417703666,1.3076794151880158
-50.22470837870969,8.0118724647201,1.3076794151880022,1.2482394417703786
-50.28414837870969,8.071312464720094,1.3076795376654191,1.3076795376654191
-50.34358837870969,8.130752464720103,1.2482394417703635,1.3076794151880158
-50.34358837870969,8.190192464720099,1.2482394417703635,1.3076794151880158
-50.40302837870969,8.249632464720094,1.2482394417703622,1.3076794151880158
-50.40302837870969,8.309072464720103,1.2482394417703622,1.3076794151880158
-50.46246837870969,8.368512464720098,1.248239441770359,1.3076794151880158
-50.46246837870969,8.427952464720093,1.3076794151879947,1.2482394417703786
-50.52190837870969,8.487392464720102,1.2482394417703575,1.3076794151880158
-50.52190837870969,8.546832464720097,1.3076794151879931,1.2482394417703786
-50.58134837870969,8.606272464720092,1.248239441770356,1.3076794151880158
-50.58134837870969,8.665712464720102,1.3076794151879916,1.2482394417703786
-50.640788378709686,8.725152464720097,1.3076795376654191,1.3671195166502106
-50.70022837870969,8.784592464720092,1.248239441770353,1.3076794151880158
-50.70022837870969,8.844032464720101,1.248239441770353,1.3076794151880158
-50.75966837870969,8.903472464720096,1.2482394417703515,1.3076794151880158
-50.75966837870969,8.962912464720105,1.3671193164403463,1.4859992570003397
-50.75966837870969,9.0223524647201,1.3076794151879871,1.2482394417703786
-50.819108378709686,9.081792464720095,1.24823944177035,1.3076794151880158
-50.819108378709686,9.141232464720105,1.3076794151879856,1.2482394417703786
-50.87854837870969,9.2006724647201,1.2482394417703484,1.3076794151880158
-50.87854837870969,9.260112464720095,1.307679415187984,1.2482394417703786
-50.93798837870969,9.319552464720104,1.2482394417703468,1.3076794151880158
-50.93798837870969,9.378992464720099,1.3076794151879825,1.3076794151880158
-50.997428378709685,9.438432464720094,1.2482394417703468,1.3076794151880127
-50.997428378709685,9.497872464720103,1.2482394417703468,1.3076794151880127
-51.05686837870969,9.557312464720098,1.2482394417703468,1.3076794151880127
-51.05686837870969,9.616752464720093,1.3671193164403515,1.4265592867203296
-51.05686837870969,9.676192464720103,1.3076794151879825,1.3076794151880127
-51.11630837870969,9.735632464720098,1.2482394417703468,1.3076794151880098
-51.11630837870969,9.795072464720093,1.2482394417703468,1.3076794151880098
-51.175748378709685,9.854512464720102,1.2482394417703468,1.3076794151880098
-51.175748378709685,9.913952464720097,1.3671193164403515,1.426559286720333
-51.175748378709685,9.973392464720092,1.3076794151879825,1.3076794151880098
-51.23518837870969,10.032832464720101,1.2482394417703468,1.3076794151880067
