x,y,left_dist,right_dist,Tx,Ty,Nx,Ny,kappa,dkappa,ddkappa,s
4.9789395729627985,-38.04693007982548,1.485999257000424,1.1887994056003397,-0.5615804768204462,-0.8274221099620922,0.8274221099620922,-0.5615804768204462,-0.4475899093845768,-1.6212810053530846,12.019233609799299,230.3
4.92278152471918,-38.1296722916491,1.4744122571827696,1.248239388724721,-0.6130022435392902,-0.790081153661075,0.790081153661075,-0.6130022435392902,-0.6573640624511813,0.7852038558257065,29.358408306603717,230.4
4.856616684714688,-38.20458857077687,1.4265593620232897,1.2033930027250064,-0.6648431542213744,-0.7469829718808468,0.7469829718808468,-0.6648431542213744,-0.2905491382194355,4.250400655967659,9.062948182782783,230.5
4.789846340051026,-38.27903130765227,1.485999257000424,1.3263452347396596,-0.657982436323974,-0.7530332618704313,0.7530332618704313,-0.657982436323974,0.1927160687423505,2.597793492382263,-23.037785898870204,230.60000000000002
4.725059309355223,-38.35515046121808,1.4340739462399756,1.3671193164403903,-0.6355700157318648,-0.7720432210023274,0.7720432210023274,-0.6355700157318648,0.22900956025701708,-0.3571565238063821,-16.734572778955545,230.70000000000002
4.662776486395894,-38.43338632233186,1.367119388605653,1.222494677749793,-0.6228282233650642,-0.7823586033143101,0.7823586033143101,-0.6228282233650642,0.12128476398107409,-0.7491210634088464,1.8128862145266074,230.8
4.600493663436565,-38.511622183445645,1.367119388605653,1.2478036563101564,-0.6166521206167712,-0.7872357602003385,0.7872357602003385,-0.6166521206167712,0.07918534757524778,0.0054207190989394305,7.592142372416837,230.9
4.539449974133579,-38.59082848037808,1.4327666222428006,1.3529176174196316,-0.6103610162738049,-0.7921233551746804,0.7921233551746804,-0.6103610162738049,0.12236890780086197,0.7693074110745209,2.3795011958645005,231.0
4.478421552683785,-38.67004673443199,1.314322504183815,1.2482394417703786,-0.5971971246248959,-0.8020944921470139,0.8020944921470139,-0.5971971246248959,0.23304682979015198,0.4813209582718395,-7.975494244388903,231.10000000000002
4.420053415075199,-38.751189805731386,1.3272168756730423,1.2881419547029893,-0.5728063696901932,-0.8196906994934097,0.8196906994934097,-0.5728063696901932,0.21863309945522988,-0.8257914378032596,-7.885339105249338,231.20000000000002
